NAME	biosample_id	biosample_type	disease	disease__ontology_label	organ	organ__ontology_label	library_preparation_protocol	library_preparation_protocol__ontology_label	donor_id	species	species__ontology_label	sex	is_living	preservation_method	manylabel_field
AC_249	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type249
AC_250	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type250
AC_251	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type251
AC_252	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type252
AC_253	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type253
AC_254	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type254
AC_255	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type255
AC_256	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type256
AC_257	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type257
AC_258	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type258
AC_259	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type259
AC_260	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type260
AC_261	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type261
AC_262	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type262
AC_263	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type263
AC_264	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type264
AC_265	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type265
AC_266	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type266
AC_267	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type267
AC_268	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type268
AC_269	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type269
AC_270	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type270
AC_271	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type271
AC_272	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type272
AC_273	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type273
AC_274	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type274
AC_275	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type275
AC_276	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type276
AC_277	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type277
AC_278	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type278
AC_279	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type279
AC_280	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type280
AC_281	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type281
AC_282	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type282
AC_283	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type283
AC_284	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type284
AC_285	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type285
AC_286	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type286
AC_287	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type287
AC_288	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type288
AC_289	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type289
AC_290	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type290
AC_291	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type291
AC_292	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type292
AC_293	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type293
AC_294	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type294
AC_295	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type295
AC_296	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type296
AC_297	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type297
AC_298	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type298
AC_299	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type299
AC_300	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type300
AC_301	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type301
AC_302	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type302
AC_303	AC_D06_02	PrimaryBioSample	MONDO_0007186	gastroesophageal reflux disease	UBERON_0000945	stomach	EFO_0008780	inDrop	AC_D06	NCBITaxon_10090	Mus musculus	male	yes	Frozen	cell_type303
