NAME	X	Y	Z
FoobarAB5_BazMoo_4BBACBABDDAABDBA-1	-0.315	0.7461	0.9004
FoobarAB8_BazMoo_8BDAACABCADABAAD-1	-0.7696	0.1418	0.6339
FoobarAB6_BazMoo_6CBDAACADDADCDCA-1	-0.0267	0.3487	0.4055
FoobarAB5_BazMoo_3BBDCBCAAAADBACD-1	-0.691	0.6347	0.9136
FoobarAB2_BazMoo_4AADADDDACCAABDA-1	-0.6552	0.2217	0.1863
FoobarAB2_BazMoo_4DACABABCADBBBDB-1	-0.8816	0.0328	0.6996
FoobarAB5_BazMoo_3ABCADDAAACDAABB-1	-0.9736	0.3814	0.338
FoobarAB1_BazMoo_5ABDDBADBACBBACA-1	-0.8993	0.9229	0.4248
FoobarAB6_BazMoo_8BDBDDDDAADDADAD-1	-0.3346	0.0433	0.2889
FoobarAB1_BazMoo_4ABDDAACBBBCDCCA-1	-0.9512	0.9018	0.9319
FoobarAB6_BazMoo_7CAAADDADBCCDCDA-1	-0.4857	0.7781	0.7484
FoobarAB5_BazMoo_7ABAADADBABBCCDD-1	-0.1134	0.0808	0.4284
FoobarAB4_BazMoo_4BCDCBCACADDDABC-1	-0.6822	0.5885	0.3522
FoobarAB3_BazMoo_2BDCDCACCCBACBDD-1	-0.7947	0.3766	0.6785
FoobarAB4_BazMoo_3CDBCDBCCCDABADA-1	-0.5188	0.7427	0.1326
FoobarAB3_BazMoo_5ABCCAAABBDDCCCD-1	-0.1042	0.2191	0.3351
FoobarAB3_BazMoo_4CBBBCADACCADBBA-1	-0.6009	0.8472	0.8111
FoobarAB3_BazMoo_2CADCCBCBCBCDDDB-1	-0.3753	0.5917	0.2879
FoobarAB3_BazMoo_6CBBACDDAAACBDBB-1	-0.2631	0.8155	0.3902
FoobarAB2_BazMoo_7AACCCDABCCDABDB-1	-0.6612	0.008	0.9171
FoobarAB4_BazMoo_4ADDDAADCAABACDA-1	-0.9986	0.5429	0.2506
FoobarAB8_BazMoo_3BDDBABDCBBDCCAD-1	-0.5249	0.9163	0.5245
FoobarAB1_BazMoo_5BBAAAADDCDDDAAB-1	-0.3539	0.5808	0.0009
FoobarAB4_BazMoo_2CADBAADACBBCDDB-1	-0.2011	0.4826	0.4874
FoobarAB1_BazMoo_7CBADACBBCDDCCAD-1	-0.3959	0.7389	0.4101
FoobarAB1_BazMoo_5ABBADCABBCBCABC-1	-0.6081	0.9033	0.2833
FoobarAB3_BazMoo_6ADCBCDCDBACDCDA-1	-0.9833	0.4284	0.0677
FoobarAB6_BazMoo_1CCCADDCCDADABAB-1	-0.5456	0.3616	0.6989
FoobarAB6_BazMoo_7DBDCCACDAACBDDD-1	-0.6958	0.8148	0.5409
FoobarAB5_BazMoo_2ADCAABBADCACDDC-1	-0.6014	0.993	0.3548
FoobarAB3_BazMoo_6ACDDCBDDADDBBDC-1	-0.0791	0.3812	0.4106
FoobarAB2_BazMoo_2BDDDBCDDBBDADDC-1	-0.2727	0.4509	0.5535
FoobarAB6_BazMoo_4DACADAABDBCBDCB-1	-0.207	0.6431	0.8978
FoobarAB5_BazMoo_2BCCBAACCBDADACB-1	-0.5062	0.1409	0.6971
FoobarAB6_BazMoo_8ADCCDDDBBBABCCA-1	-0.4864	0.3863	0.3332
FoobarAB6_BazMoo_1DDACADCBBBBADCB-1	-0.4463	0.7387	0.4526
FoobarAB2_BazMoo_1CDABBBDCABABDCD-1	-0.495	0.2062	0.3871
FoobarAB3_BazMoo_1CDBCABDABBACDBC-1	-0.2463	0.477	0.14
FoobarAB3_BazMoo_3ADDDBCCDCBCADCA-1	-0.4753	0.3775	0.3507
FoobarAB4_BazMoo_8ACCBDDBCABDBADB-1	-0.6826	0.3539	0.1676
FoobarAB1_BazMoo_7DCBBCDCDCCDBBBD-1	-0.4732	0.5786	0.8925
FoobarAB6_BazMoo_8ABABDDDDDDAADDA-1	-0.4054	0.1197	0.8796
FoobarAB2_BazMoo_6CCADCBCCCCDCCBA-1	-0.695	0.8253	0.5498
FoobarAB7_BazMoo_7DDBCACDDACCAACD-1	-0.2035	0.4293	0.2259
FoobarAB3_BazMoo_2ACBABABDABCAAAC-1	-0.6421	0.4559	0.5632
FoobarAB7_BazMoo_1DDCCDADDCAABDCB-1	-0.2456	0.3399	0.5517
FoobarAB2_BazMoo_6DACDBBDDDCCAACD-1	-0.8123	0.3585	0.2371
FoobarAB8_BazMoo_5AACBADACDCCBCAD-1	-0.8146	0.2792	0.9363
FoobarAB1_BazMoo_6BBAACCCCCDCBDDD-1	-0.23	0.5276	0.4783
FoobarAB3_BazMoo_6DCBAACDBDBDAACB-1	-0.0864	0.7088	0.317
FoobarAB5_BazMoo_7AAABCCABBBCDAAA-1	-0.4487	0.8651	0.7091
FoobarAB5_BazMoo_7BDCCBCBBDDBABBA-1	-0.994	0.7873	0.9211
FoobarAB6_BazMoo_4ACCADAACBACBDCB-1	-0.4608	0.6931	0.5463
FoobarAB3_BazMoo_8AADABCDDBCDDCDC-1	-0.7061	0.5642	0.1397
FoobarAB7_BazMoo_7DAABBBABCCCDBBB-1	-0.3482	0.8492	0.4712
FoobarAB8_BazMoo_2DBACACBCADDABDD-1	-0.9547	0.4206	0.2003
FoobarAB7_BazMoo_4DAAACDCCADAACCC-1	-0.3268	0.1553	0.9522
FoobarAB2_BazMoo_3ABBDBACDDBADBAB-1	-0.7981	0.9023	0.7336
FoobarAB6_BazMoo_7BACABAACADBDCCD-1	-0.9699	0.7437	0.0113
FoobarAB3_BazMoo_5DDABABBACADDCBB-1	-0.2984	0.9105	0.2165
FoobarAB6_BazMoo_4DAABDDCACBDCABA-1	-0.4049	0.0081	0.3791
FoobarAB5_BazMoo_7DBAABDCCBAAACCB-1	-0.2759	0.4504	0.6969
FoobarAB8_BazMoo_7CCCABADCBCBCDBC-1	-0.5317	0.8902	0.1413
FoobarAB1_BazMoo_4ADABABCDACCCADC-1	-0.1669	0.3202	0.2623
FoobarAB6_BazMoo_4ABBDABCAACCCACB-1	-0.0424	0.9255	0.8293
FoobarAB6_BazMoo_7ABACBBABDCDDACA-1	-0.666	0.1438	0.1934
FoobarAB5_BazMoo_4BCCBACCADABACCC-1	-0.5564	0.1268	0.7191
FoobarAB6_BazMoo_7DBCACDABBCAADCC-1	-0.5114	0.6371	0.4141
FoobarAB5_BazMoo_4DCCBBDCACADCDDA-1	-0.2248	0.8203	0.74
FoobarAB1_BazMoo_4BDBDDBBCBDACBCC-1	-0.1533	0.8382	0.1249
FoobarAB7_BazMoo_1ACBCDBCABBBAACA-1	-0.3459	0.1115	0.193
FoobarAB1_BazMoo_3ADCDAACAABABACC-1	-0.5124	0.6775	0.2565
FoobarAB7_BazMoo_2DCCDDAADDAABAAD-1	-0.9897	0.1969	0.2398
FoobarAB2_BazMoo_3ABDABDDDABCCAAC-1	-0.9677	0.4071	0.1299
FoobarAB5_BazMoo_4CDDDACAACBCABCD-1	-0.6945	0.5554	0.892
FoobarAB1_BazMoo_1BCBDAAACDBBBCDB-1	-0.0113	0.4239	0.1477
FoobarAB6_BazMoo_4CBCACBBCCAACDDA-1	-0.6531	0.5911	0.7146
FoobarAB3_BazMoo_4BBDADCDCACDADCD-1	-0.3182	0.6218	0.4541
FoobarAB5_BazMoo_4BDDBADBAACAAADD-1	-0.8238	0.0186	0.2429
FoobarAB2_BazMoo_5CCADBCCABACABAC-1	-0.5089	0.6937	0.987
FoobarAB5_BazMoo_4DDDACCDABCACBCD-1	-0.9615	0.3234	0.5676
FoobarAB2_BazMoo_7BBDDADCAAACCDBD-1	-0.09	0.6203	0.123
FoobarAB5_BazMoo_4AAACBAAABCBBCDC-1	-0.4432	0.7418	0.804
FoobarAB5_BazMoo_7CBABAABDCDBAABA-1	-0.8541	0.9553	0.5948
FoobarAB5_BazMoo_4BAAAAAABCAACDAC-1	-0.1938	0.408	0.8248
FoobarAB6_BazMoo_4CDDABBBABBDDAAB-1	-0.1761	0.7745	0.6976
FoobarAB8_BazMoo_7BBDACCACDCDBCCB-1	-0.4213	0.4592	0.0213
FoobarAB5_BazMoo_8BABDDDCBBDABADB-1	-0.8383	0.4752	0.2925
FoobarAB6_BazMoo_7CCBDDAAAACACCAC-1	-0.3924	0.6186	0.9223
FoobarAB1_BazMoo_2DBADBCADBCCDDBC-1	-0.7369	0.0525	0.6735
FoobarAB8_BazMoo_6BBADCDADCCABDDA-1	-0.9827	0.0304	0.6691
FoobarAB2_BazMoo_6DBCDACDCBBCDDDA-1	-0.0267	0.5254	0.7851
FoobarAB1_BazMoo_2DCAABACACCCDCAD-1	-0.8135	0.6825	0.552
FoobarAB3_BazMoo_2CABDCCCDCCBBABB-1	-0.3477	0.3465	0.9049
FoobarAB2_BazMoo_6CBADCBCCABBDBBB-1	-0.0108	0.8844	0.2244
FoobarAB8_BazMoo_2BCDBBCDCBBCDCBB-1	-0.1605	0.5999	0.7358
FoobarAB4_BazMoo_8BBCCDDACCBADCCD-1	-0.4616	0.893	0.5957
FoobarAB7_BazMoo_5BACDBDDADBDBADC-1	-0.272	0.0106	0.4925
FoobarAB2_BazMoo_7ABADBBACACBAAAA-1	-0.0731	0.4364	0.9542
FoobarAB3_BazMoo_3DACBACBABAADCDC-1	-0.0852	0.8463	0.9858
FoobarAB6_BazMoo_7AABDCACCCBBBCCA-1	-0.1571	0.2781	0.4078
FoobarAB6_BazMoo_4CCDAACBCACDDDDB-1	-0.4738	0.3161	0.915
FoobarAB4_BazMoo_2AACBDAAACBBCBBB-1	-0.6254	0.5406	0.52
FoobarAB6_BazMoo_5AAAAACBABBABDBB-1	-0.3336	0.187	0.094
FoobarAB1_BazMoo_5BADABCCDCCCCBBD-1	-0.624	0.2558	0.4669
FoobarAB6_BazMoo_3CABCBDDBADDAABA-1	-0.6557	0.6492	0.2043
FoobarAB2_BazMoo_4DCBCDBCABCBABBC-1	-0.1585	0.5424	0.6305
FoobarAB5_BazMoo_2ABABCBDCDDBAABC-1	-0.8066	0.1727	0.4914
FoobarAB7_BazMoo_4BACADBBCACBCDCC-1	-0.0486	0.3543	0.7415
FoobarAB4_BazMoo_4ADBCDDDBBABACCB-1	-0.1101	0.3911	0.5269
FoobarAB7_BazMoo_2CCCCDBBCDDBAAAC-1	-0.7011	0.8288	0.1565
FoobarAB5_BazMoo_1DBCBBDDAABDABAD-1	-0.423	0.0746	0.4405
FoobarAB2_BazMoo_6CBDCCACBCBACAAB-1	-0.1386	0.3554	0.5502
FoobarAB1_BazMoo_5ACDBBCACDDDCBCD-1	-0.0513	0.7478	0.9452
FoobarAB1_BazMoo_3BBABCCCCBCCCCAA-1	-0.8268	0.8374	0.311
FoobarAB1_BazMoo_7ACBCABCBACDCCAB-1	-0.3049	0.2789	0.0382
FoobarAB8_BazMoo_6ABDCBACCACDBBDD-1	-0.3358	0.8301	0.1405
FoobarAB2_BazMoo_4AACBBDAABDDBDBC-1	-0.1425	0.1156	0.7669
FoobarAB6_BazMoo_4BBACACACBDDCABD-1	-0.341	0.018	0.9214
FoobarAB5_BazMoo_4CCCBAADBBDBCBAA-1	-0.532	0.0302	0.1639
FoobarAB6_BazMoo_3BBBDDDBABBACCCB-1	-0.3631	0.4911	0.7403
FoobarAB4_BazMoo_6BBDABAABDDDCADA-1	-0.6699	0.6369	0.4297
FoobarAB8_BazMoo_3CDABADDABCBDCDD-1	-0.5413	0.6017	0.0924
FoobarAB3_BazMoo_2ACBBBCDDBCADADD-1	-0.712	0.0218	0.9907
FoobarAB4_BazMoo_1ABDDADBBDBACDAC-1	-0.2543	0.6553	0.5375
FoobarAB7_BazMoo_6DDBDAADDDAABCBA-1	-0.5006	0.0906	0.2552
FoobarAB4_BazMoo_5ACCDBCDDAADADDD-1	-0.4019	0.052	0.8355
FoobarAB8_BazMoo_1CCBBADABCDDBCDA-1	-0.7937	0.017	0.4081
FoobarAB5_BazMoo_4CAAAACDDCCBCDBA-1	-0.0571	0.1092	0.5653
FoobarAB6_BazMoo_4DADBCCDCBBCDDBA-1	-0.4319	0.2266	0.3339
FoobarAB5_BazMoo_1CDAACCCCAADBBDD-1	-0.3132	0.1287	0.1846
FoobarAB8_BazMoo_6ACDDBAAADADBCDC-1	-0.5582	0.8847	0.3015
FoobarAB3_BazMoo_5BBDCACBBDCADDAD-1	-0.4176	0.4301	0.9643
FoobarAB7_BazMoo_2CCADADDBDCBBAAC-1	-0.0286	0.9969	0.8006
FoobarAB2_BazMoo_3ABDAADDCABBDACB-1	-0.7392	0.2498	0.3114
FoobarAB2_BazMoo_2CDAAACBAAAACDAA-1	-0.9804	0.8828	0.5502
FoobarAB6_BazMoo_3BBCCBDDCCACCCDB-1	-0.8571	0.2919	0.4562
FoobarAB2_BazMoo_7CBDDBDAABCCCDCC-1	-0.3421	0.9278	0.7697
FoobarAB2_BazMoo_1AAABCBDDCDDBCCA-1	-0.2805	0.6801	0.4562
FoobarAB5_BazMoo_5ADCCBCDBBCABACB-1	-0.4404	0.3065	0.2855
FoobarAB5_BazMoo_4DAACCCDAAABBBCD-1	-0.9681	0.6302	0.9433
FoobarAB2_BazMoo_4BACBAAAAACADACD-1	-0.517	0.423	0.7588
FoobarAB3_BazMoo_3DCDDCDBCDDABCBB-1	-0.0382	0.1973	0.7252
FoobarAB2_BazMoo_4AADBCCDABACBBAA-1	-0.1773	0.9488	0.5757
FoobarAB5_BazMoo_6ADABBDABCCCCBDC-1	-0.7277	0.8487	0.1652
FoobarAB1_BazMoo_1ACCDBDBCCDABAAC-1	-0.2584	0.3429	0.0785
FoobarAB3_BazMoo_8DCACDACACCDBCDA-1	-0.0347	0.8756	0.4976
FoobarAB6_BazMoo_4CBACBABBBDBCBDB-1	-0.2726	0.9794	0.5866
FoobarAB7_BazMoo_8DBAABCCACBAACDB-1	-0.5739	0.7757	0.3874
FoobarAB3_BazMoo_5CCCCBCDDACBAADC-1	-0.8902	0.0883	0.2876
FoobarAB5_BazMoo_4CDDBDCCCCDDCBBA-1	-0.2686	0.4372	0.2561
FoobarAB8_BazMoo_2ACDBBCABCCDABBC-1	-0.5903	0.4838	0.1273
FoobarAB2_BazMoo_4CBAACCCBADDBAAD-1	-0.3137	0.0558	0.0655
FoobarAB8_BazMoo_8ACCCDCAADBCDDAB-1	-0.1738	0.5387	0.3767
FoobarAB7_BazMoo_1DBDCADDACDDBCDB-1	-0.6087	0.7613	0.9491
FoobarAB6_BazMoo_8ACDACDCBCBBABAC-1	-0.9659	0.5925	0.9073
FoobarAB3_BazMoo_6BACADBCDACBBACD-1	-0.8761	0.1243	0.9848
FoobarAB5_BazMoo_6ABBACDCCADDABDC-1	-0.9654	0.1288	0.2821
FoobarAB1_BazMoo_8CBAABDBACDDCCDB-1	-0.6318	0.2224	0.4267
FoobarAB2_BazMoo_8DCAACBBBBDBDCDB-1	-0.6775	0.6245	0.4134
FoobarAB6_BazMoo_1ACABACDBADAACAB-1	-0.6494	0.3785	0.1946
FoobarAB4_BazMoo_3ADCBACBDDADCDDC-1	-0.2598	0.1687	0.3235
FoobarAB4_BazMoo_1CBBBABBDCDACCCA-1	-0.8113	0.5711	0.256
FoobarAB5_BazMoo_8DBDBACCCDCCBADA-1	-0.117	0.4168	0.4384
FoobarAB6_BazMoo_2DADDADCCACBCDAB-1	-0.7681	0.4905	0.0873
FoobarAB1_BazMoo_7ACCDDCABBABAADC-1	-0.9001	0.4658	0.1066
FoobarAB1_BazMoo_2DACBCDBCAACDCDB-1	-0.5821	0.3757	0.226
FoobarAB3_BazMoo_2CBBDCBCAADBCCAD-1	-0.5152	0.9111	0.9024
FoobarAB7_BazMoo_8BBBBABDCBDBBDDD-1	-0.3042	0.2291	0.4279
FoobarAB7_BazMoo_2CCCDAADCADDBCCB-1	-0.2767	0.2465	0.6244
FoobarAB8_BazMoo_2AABCACDCDDBBADB-1	-0.5754	0.735	0.176
FoobarAB5_BazMoo_2BCAADDACABABADA-1	-0.8538	0.4773	0.6672
FoobarAB7_BazMoo_4BCDDABCCBDDBDAD-1	-0.932	0.2637	0.6568
FoobarAB8_BazMoo_2DBAAACDAAAACCDC-1	-0.1554	0.0047	0.1722
FoobarAB7_BazMoo_5CCAABCBCCCBBDAD-1	-0.5947	0.638	0.0748
FoobarAB6_BazMoo_3DABBBCCDCBABDCD-1	-0.373	0.1077	0.3165
FoobarAB6_BazMoo_5DCDDCACBBDBCCAA-1	-0.3527	0.715	0.1537
FoobarAB7_BazMoo_3CCADDDBBDBDCCAA-1	-0.2978	0.722	0.351
FoobarAB2_BazMoo_8ADABDCACCADBBBB-1	-0.0255	0.9202	0.7268
FoobarAB8_BazMoo_2CBCBDBBABADDACB-1	-0.0849	0.4745	0.2293
FoobarAB8_BazMoo_4ADBACBCADBBCCDB-1	-0.4039	0.9722	0.8248
FoobarAB5_BazMoo_5DBBBABDADCCBABA-1	-0.1173	0.4131	0.5934
FoobarAB3_BazMoo_8DACACCBACACACAD-1	-0.4128	0.3647	0.8872
FoobarAB3_BazMoo_5ABBBBBCABCBBDBB-1	-0.1462	0.2296	0.3402
FoobarAB2_BazMoo_3ABAACCABCABADCC-1	-0.9993	0.2378	0.6645
FoobarAB8_BazMoo_2BBBADBDACCDBCAA-1	-0.5225	0.2425	0.0215
FoobarAB5_BazMoo_4CDDBDDBADABABDB-1	-0.6203	0.6503	0.9311
FoobarAB3_BazMoo_7CABBBABBACDABBA-1	-0.9525	0.2704	0.3702
FoobarAB1_BazMoo_8DBABCABBACBADDA-1	-0.6622	0.3855	0.0678
FoobarAB1_BazMoo_5CCBCABBCBCAACCD-1	-0.9018	0.9613	0.3638
FoobarAB3_BazMoo_2BCCDDDBAABCBDCD-1	-0.5628	0.3141	0.5796
FoobarAB4_BazMoo_2DBACADCCDCBDDBD-1	-0.3868	0.9672	0.8112
FoobarAB3_BazMoo_3DBCCDABADCBABAB-1	-0.53	0.6756	0.676
FoobarAB3_BazMoo_5AAABDBBCBBDCDCC-1	-0.0185	0.5779	0.8918
FoobarAB4_BazMoo_3BCBABBBCBACBAAA-1	-0.2765	0.2143	0.0513
FoobarAB3_BazMoo_4ADBBBABCACBCCCA-1	-0.7424	0.1108	0.7645
FoobarAB6_BazMoo_6BBACDAADBDADAAC-1	-0.2865	0.4628	0.56
FoobarAB6_BazMoo_2DABCDADADDAACAC-1	-0.0392	0.2599	0.0201
FoobarAB1_BazMoo_3BACCAACDCCDADBB-1	-0.6244	0.0079	0.3201
FoobarAB3_BazMoo_1DCCDDBBCBBACBAD-1	-0.0139	0.6982	0.1971
FoobarAB5_BazMoo_5AACCABBABDADCDB-1	-0.1422	0.8556	0.8459
FoobarAB1_BazMoo_7CBBAACBBAADBBDD-1	-0.4397	0.2687	0.9638
FoobarAB6_BazMoo_8CBBDBAABCAACABA-1	-0.5965	0.6525	0.9293
FoobarAB5_BazMoo_4AAABCAAACBADCBD-1	-0.6847	0.7152	0.9897
FoobarAB2_BazMoo_1ABCCAABAAACBCBA-1	-0.2747	0.1441	0.189
FoobarAB8_BazMoo_5DBABABACABDCDDB-1	-0.63	0.0393	0.6225
FoobarAB3_BazMoo_1CCCABADCAABAABD-1	-0.3311	0.229	0.9771
FoobarAB1_BazMoo_8ADBAAABDCCDCCDA-1	-0.6577	0.0608	0.8368
FoobarAB1_BazMoo_5DDABADADBCAABCA-1	-0.8693	0.867	0.8303
FoobarAB6_BazMoo_1DCDDBBAACDDACAA-1	-0.3294	0.5107	0.9247
FoobarAB8_BazMoo_3DADCCBCDAADDDCA-1	-0.5467	0.7906	0.6797
FoobarAB8_BazMoo_1BBABCBADCBCADAA-1	-0.5512	0.4937	0.8441
FoobarAB8_BazMoo_7AAACACAADBBBDAC-1	-0.2349	0.2113	0.8771
FoobarAB3_BazMoo_6BBCCCCDDACBBACC-1	-0.0461	0.8954	0.205
FoobarAB5_BazMoo_2AABDACADDBBAAAC-1	-0.9687	0.5841	0.4768
FoobarAB6_BazMoo_8AADACBDBCBAAADB-1	-0.0535	0.6799	0.9932
FoobarAB1_BazMoo_3ACBABCAACCDCBBA-1	-0.4859	0.3682	0.1368
FoobarAB6_BazMoo_2DAABBBBBAAABABC-1	-0.6659	0.7709	0.6481
FoobarAB7_BazMoo_3DBADBCDDBBDCDBD-1	-0.9581	0.0493	0.6972
FoobarAB2_BazMoo_8BDBABCDDCADBABB-1	-0.0113	0.7497	0.0846
FoobarAB4_BazMoo_1DADBCAAADADDADA-1	-0.8885	0.6283	0.338
FoobarAB8_BazMoo_7DDBBBDCACABDBAA-1	-0.0401	0.1969	0.4451
FoobarAB1_BazMoo_2ADADDACCBCADABD-1	-0.4462	0.8569	0.3471
FoobarAB6_BazMoo_2BCDBDCABBDABADC-1	-0.6765	0.213	0.9956
FoobarAB5_BazMoo_5BBACABDADACBCDC-1	-0.1502	0.7793	0.1878
FoobarAB6_BazMoo_7CADDDAADDDABABC-1	-0.8984	0.5522	0.6532
FoobarAB1_BazMoo_6BBAACBBBCDBDDBC-1	-0.013	0.3616	0.7396
FoobarAB4_BazMoo_8ABBABABCDACBBCB-1	-0.1772	0.1422	0.0184
FoobarAB3_BazMoo_1DDAADCABACCBCBD-1	-0.5931	0.5797	0.7736
FoobarAB4_BazMoo_7CCCCDBAABBDBDBD-1	-0.1199	0.125	0.7831
FoobarAB1_BazMoo_7BCCBABBACCCDADA-1	-0.413	0.6884	0.4588
FoobarAB4_BazMoo_1CDBCDCAABDCDCDD-1	-0.2719	0.991	0.2075
FoobarAB2_BazMoo_4CDACBCAAADADCAC-1	-0.9056	0.2143	0.9285
FoobarAB4_BazMoo_7DDCADAAABDADACC-1	-0.7856	0.867	0.4238
FoobarAB2_BazMoo_2CBBDDDCBCCBABDB-1	-0.256	0.4881	0.5837
FoobarAB7_BazMoo_7BDCCAADAAAACABA-1	-0.9445	0.1293	0.8808
FoobarAB3_BazMoo_8CDAAACBADDDBDDA-1	-0.0339	0.86	0.2632
FoobarAB7_BazMoo_7ABADDDDBADDBBCA-1	-0.5457	0.596	0.6973
FoobarAB2_BazMoo_3BCDADBCACCDBDDB-1	-0.2501	0.8787	0.8486
FoobarAB6_BazMoo_4ACAACADADBDBDAD-1	-0.0576	0.8546	0.6143
FoobarAB8_BazMoo_2BACCCBCCCDAABAC-1	-0.3911	0.9701	0.1358
FoobarAB5_BazMoo_4CDAAAAABDBAACCB-1	-0.745	0.4906	0.0292
FoobarAB1_BazMoo_1BDBAACABBCCDCBB-1	-0.2882	0.7632	0.6076
FoobarAB2_BazMoo_5BACBBDDDBACCBCC-1	-0.1875	0.8708	0.1756
FoobarAB6_BazMoo_8BDABAADBCCADABD-1	-0.8485	0.7474	0.258
FoobarAB5_BazMoo_5DCCBABCAADBCADC-1	-0.3306	0.0288	0.0954
FoobarAB3_BazMoo_3ABBBBDDBCBCACAB-1	-0.0699	0.6792	0.1931
FoobarAB1_BazMoo_5DDCCBBDBAADCCCD-1	-0.7938	0.2042	0.4742
FoobarAB8_BazMoo_4CDDCBCCCDBDDBBA-1	-0.8627	0.4828	0.3498
FoobarAB5_BazMoo_7BBBBCAACDBBCBDB-1	-0.2586	0.1937	0.834
FoobarAB3_BazMoo_5CCAADCCBCBDDBCD-1	-0.3469	0.0754	0.5319
FoobarAB7_BazMoo_2DDBCCABBBBBCCBB-1	-0.4753	0.7089	0.1117
FoobarAB1_BazMoo_2BBCABBBBBCABBAD-1	-0.8806	0.1579	0.8452
FoobarAB2_BazMoo_1ADADCBDBAADADAC-1	-0.7924	0.3471	0.0783
FoobarAB8_BazMoo_3ACAAABBAACCCCBC-1	-0.9652	0.1971	0.4688
FoobarAB1_BazMoo_8BDBAACCCADCBDAD-1	-0.2082	0.3732	0.3392
FoobarAB1_BazMoo_1BBCDBCBBCACBADC-1	-0.4287	0.5878	0.3106
FoobarAB7_BazMoo_4DCBBDCBBCDBADAA-1	-0.8027	0.2352	0.3456
FoobarAB7_BazMoo_2DACDCAABCDCDDAA-1	-0.4701	0.8209	0.7382
FoobarAB3_BazMoo_7DADCCBCABDDACAB-1	-0.1933	0.0585	0.8992
FoobarAB1_BazMoo_5DCBAAADCACABCBC-1	-0.0003	0.2524	0.2573
FoobarAB6_BazMoo_1BCADDDDDABAABBB-1	-0.0075	0.3837	0.1985
FoobarAB7_BazMoo_8DDCBBACBADBDABB-1	-0.8774	0.5721	0.3928
FoobarAB3_BazMoo_8CCDBACAABACBDBD-1	-0.6688	0.5399	0.0489
FoobarAB5_BazMoo_4BAADCBADADCBCBD-1	-0.5382	0.2962	0.7806
FoobarAB8_BazMoo_6BCDDDBBCBCBBAAD-1	-0.5605	0.8468	0.7516
FoobarAB7_BazMoo_7BABDCBDDCBDDCAD-1	-0.186	0.1554	0.0738
FoobarAB7_BazMoo_1ABCAADBBCCDBBAB-1	-0.873	0.2339	0.5014
FoobarAB8_BazMoo_6ABAAACCBCCCAAAA-1	-0.0623	0.2799	0.3579
FoobarAB5_BazMoo_7DDCDDDBBDBBDABC-1	-0.6063	0.1754	0.1891
FoobarAB7_BazMoo_1CACCCCBBDDBDCDD-1	-0.5918	0.9345	0.9749
FoobarAB8_BazMoo_3DDABBBADACAADDC-1	-0.8656	0.0703	0.6035
FoobarAB8_BazMoo_7DDCDCCDADDAAABA-1	-0.1722	0.4059	0.8748
FoobarAB8_BazMoo_5CCAADACABACAADD-1	-0.1957	0.6867	0.0783
FoobarAB6_BazMoo_5BDBCABCCCBDCDAA-1	-0.639	0.004	0.6619
FoobarAB8_BazMoo_5DCDBDDCBCCACBCC-1	-0.6495	0.494	0.0681
FoobarAB8_BazMoo_3CDABBABACADDADB-1	-0.4607	0.9935	0.3518
FoobarAB5_BazMoo_5DAABABCBDDDAADA-1	-0.2179	0.7316	0.085
FoobarAB5_BazMoo_3BBACCADDCBBAAAC-1	-0.352	0.5811	0.4874
FoobarAB3_BazMoo_3BBAABDABBCACDCC-1	-0.658	0.562	0.3996
FoobarAB3_BazMoo_7DDBDDDACAADACAA-1	-0.7568	0.0532	0.6696
FoobarAB2_BazMoo_3CDDDCBBADADCDDC-1	-0.118	0.7045	0.9712
FoobarAB6_BazMoo_8DBDCCDBADCADCAC-1	-0.8902	0.0967	0.4834
FoobarAB7_BazMoo_2BACBCACCCCDCCCC-1	-0.4811	0.6067	0.4178
FoobarAB8_BazMoo_1BCCBACCBBCBDABB-1	-0.9601	0.3912	0.4236
FoobarAB6_BazMoo_7CBBCCCDBDCBADDC-1	-0.4346	0.4069	0.2536
FoobarAB7_BazMoo_7CCCCCBCACCDDCCB-1	-0.5362	0.8132	0.0586
FoobarAB7_BazMoo_8DCCDBDADBABAADB-1	-0.1408	0.8788	0.471
FoobarAB4_BazMoo_1BCBCBBBABCBCCCB-1	-0.8929	0.7737	0.9714
FoobarAB5_BazMoo_7BBDAAACADAABCBD-1	-0.391	0.0958	0.1886
FoobarAB2_BazMoo_4DDDCABDBDCACDDD-1	-0.0262	0.3766	0.919
FoobarAB1_BazMoo_8DBABCDDCADBBCAA-1	-0.8321	0.6094	0.5153
FoobarAB8_BazMoo_1AAAABDCDBDAACBB-1	-0.6689	0.4449	0.3279
FoobarAB4_BazMoo_7DBCDDCAABBBCCCA-1	-0.5373	0.3159	0.1262
FoobarAB6_BazMoo_1ADADCADDDCDBADD-1	-0.4404	0.7954	0.3946
FoobarAB7_BazMoo_2DAAAABAACAADCAA-1	-0.2541	0.7712	0.2908
FoobarAB5_BazMoo_4AABBAACDCABCACB-1	-0.5106	0.7979	0.4449
FoobarAB6_BazMoo_6CCAABCAACBBDBBD-1	-0.4044	0.6	0.8573
FoobarAB3_BazMoo_1BADDDDADDBCCCDC-1	-0.6408	0.3121	0.3422
FoobarAB8_BazMoo_4CCBBBCABDACDAAC-1	-0.7396	0.4431	0.6125
FoobarAB5_BazMoo_5CABCCCAAABCACAA-1	-0.6518	0.5189	0.2981
