NAME	CLUSTER	SUBCLUSTER
FoobarAB7_BazMoo_4CBDDABCDCBBCDCD-1	P	PNN
FoobarAB4_BazMoo_8CCDDBDCCCDCABCC-1	P	PNN
FoobarAB7_BazMoo_2BBDDBDDBCABCCAA-1	P	PNN
FoobarAB1_BazMoo_8DBDAAACDAAABCBA-1	P	PNN
FoobarAB7_BazMoo_2CCACCADDCBBDDCC-1	P	PNN
FoobarAB8_BazMoo_5BBDBCBCCADCCBDC-1	P	PNN
FoobarAB3_BazMoo_3DBADCBDBABACCBA-1	P	PNN
FoobarAB7_BazMoo_4BADABAABCCDCACC-1	P	PNN
FoobarAB1_BazMoo_2DBDDADBDBDABCDD-1	P	PNN
FoobarAB4_BazMoo_4BCABDDDCDBDCACD-1	P	PNN
FoobarAB5_BazMoo_6DDACDBAACCACCDB-1	P	PNN
FoobarAB1_BazMoo_4AAABAADDACCCABB-1	P	PNN
FoobarAB7_BazMoo_1BBBCCDBBCBCCABB-1	P	PNN
FoobarAB5_BazMoo_7DCBCCDBDBDACCBC-1	P	PNN
FoobarAB5_BazMoo_7AADAABCAAACDCCD-1	P	PNN
FoobarAB7_BazMoo_1DDCCAADBDBCAADC-1	P	PNN
FoobarAB8_BazMoo_7CBBACABCAADBDBA-1	P	PNN
FoobarAB8_BazMoo_3AAAACADCDCACDAA-1	P	PNN
FoobarAB5_BazMoo_8BACABABDDDBAAAC-1	P	PNN
FoobarAB1_BazMoo_4CCABCBDADABCCAA-1	P	PNN
FoobarAB8_BazMoo_5DADACDCDDDCBBCA-1	P	PNN
FoobarAB4_BazMoo_6DDDDCDACAADCCCC-1	P	PNN
FoobarAB1_BazMoo_7BDBDAABDCABCBAC-1	N	NPP
FoobarAB8_BazMoo_8CCDCABDACACDDDB-1	N	NPP
FoobarAB8_BazMoo_1DABBDAACBBCCBBC-1	N	NPP
FoobarAB2_BazMoo_4DDAAACBACBBCBAA-1	N	NPP
FoobarAB8_BazMoo_7AACCBACCBBBCCAD-1	N	NPP
FoobarAB4_BazMoo_6AAABCDDBDBABCBA-1	N	NPP
FoobarAB2_BazMoo_4CBBCBBADCADCDBA-1	N	NPP
FoobarAB5_BazMoo_1ADBACCACCCAABCA-1	N	NPP
FoobarAB3_BazMoo_6ABCBBBCBACDABBD-1	N	NPP
FoobarAB1_BazMoo_7CDBDCBCCADABBBB-1	N	NPP
FoobarAB5_BazMoo_2DAAABCCDDDADADC-1	N	NPP
FoobarAB4_BazMoo_4AACABAAAABACBCA-1	N	NPP
FoobarAB8_BazMoo_2BABDCCBAABDCCAA-1	N	NPP
FoobarAB3_BazMoo_4CBBADDCBDADACDA-1	N	NPP
FoobarAB4_BazMoo_3ABBDCDBBBBADDAD-1	N	NPP
FoobarAB3_BazMoo_1BDADDCDBCCBAAAD-1	N	NPP
FoobarAB3_BazMoo_7DBADCCDBCCBACBC-1	N	NPP
FoobarAB1_BazMoo_5BBADBDBCCBAACDC-1	N	NPP
FoobarAB3_BazMoo_4DBDCDDBCBBBBBBD-1	N	NPP
FoobarAB7_BazMoo_5DBDBCDCCDDAABDB-1	N	NPP
FoobarAB2_BazMoo_2CACBCBBBAACADBC-1	N	NPP
FoobarAB2_BazMoo_6BDCDADCCDDBBADB-1	N	NPP
FoobarAB5_BazMoo_8DBCDDDCCDDDBBCD-1	N	NPP
FoobarAB8_BazMoo_7BADCCAABDDCBCAC-1	N	NPP
FoobarAB1_BazMoo_1CDDABDBBCBAABBC-1	N	NPP
FoobarAB6_BazMoo_7ACCADBACBACABAB-1	N	NPP
FoobarAB6_BazMoo_1ADBDCADBDDDBABB-1	N	NPP
FoobarAB6_BazMoo_1CDDCCCBBBBDBDAA-1	N	NPP
FoobarAB3_BazMoo_5BBAABAACACDCCBB-1	N	NPP
FoobarAB6_BazMoo_6BADCBBCACDBDDAC-1	N	NPP
FoobarAB1_BazMoo_2ADCDADCCDACDBDA-1	N	NPP
FoobarAB8_BazMoo_6CABBABDADDBACCA-1	N	NPP
FoobarAB8_BazMoo_6BACDDCCDBABDCAD-1	N	NPP
FoobarAB5_BazMoo_8DBDDBACBCABCCAB-1	N	NPP
FoobarAB5_BazMoo_7CBAACABCADCADBB-1	N	NPP
FoobarAB3_BazMoo_2DADDDCBDDCBCDCD-1	N	NPP
FoobarAB5_BazMoo_5ACDDDDDBDDABBDA-1	N	NPP
FoobarAB5_BazMoo_5BCABBABDDBCBDBC-1	N	NPP
FoobarAB1_BazMoo_6BACAABDBBDAABAA-1	N	NPP
FoobarAB1_BazMoo_7DDDBDCBACCDCAAB-1	N	NPP
FoobarAB5_BazMoo_6ACBDCCBDAADACDC-1	N	NPP
FoobarAB1_BazMoo_6DCDABCCAACBCBCA-1	N	NPP
FoobarAB4_BazMoo_7ADCACDCDBBDDBDB-1	N	NPP
FoobarAB7_BazMoo_8ABDAACBDDDDAAAD-1	N	NPP
FoobarAB5_BazMoo_1ACDADACCDACCABD-1	N	NPP
FoobarAB2_BazMoo_8DACCADDABBBBDDD-1	N	NPP
FoobarAB3_BazMoo_1BCAABCDACADBBAC-1	N	NPP
FoobarAB6_BazMoo_5ACCCABDABBDDBCB-1	N	NPP
FoobarAB5_BazMoo_2ACBCBDCABAABDBD-1	N	NPP
FoobarAB2_BazMoo_6DBCDABACDADBDAB-1	N	NPP
FoobarAB4_BazMoo_1DBDCCBCBCDAABBA-1	N	NPP
FoobarAB6_BazMoo_4ADDCCCBCCACBBBC-1	N	NPP
FoobarAB1_BazMoo_3BCBBCBCCCABAAAB-1	N	NPP
FoobarAB1_BazMoo_7BDCBDDCCACAABCA-1	N	NPP
FoobarAB6_BazMoo_2CDCDDDCBBABCADA-1	N	NPP
FoobarAB4_BazMoo_1CBDDBDDDBAAACBB-1	N	NPP
FoobarAB8_BazMoo_2CABCBCDCCBDBABB-1	N	NPP
FoobarAB7_BazMoo_4DCCDCABDAABADCD-1	N	NPP
FoobarAB8_BazMoo_3AADBCBBDDCBBBBD-1	N	NPP
FoobarAB5_BazMoo_4BBACBABDDAABDBA-1	N	NPP
FoobarAB8_BazMoo_8BDAACABCADABAAD-1	N	NPP
FoobarAB6_BazMoo_6CBDAACADDADCDCA-1	N	NPP
FoobarAB5_BazMoo_3BBDCBCAAAADBACD-1	N	NPP
FoobarAB2_BazMoo_4AADADDDACCAABDA-1	N	NPP
FoobarAB2_BazMoo_4DACABABCADBBBDB-1	N	NPP
FoobarAB5_BazMoo_3ABCADDAAACDAABB-1	N	NPP
FoobarAB1_BazMoo_5ABDDBADBACBBACA-1	N	NPP
FoobarAB6_BazMoo_8BDBDDDDAADDADAD-1	N	NPP
FoobarAB1_BazMoo_4ABDDAACBBBCDCCA-1	N	NPP
FoobarAB6_BazMoo_7CAAADDADBCCDCDA-1	N	NPP
FoobarAB5_BazMoo_7ABAADADBABBCCDD-1	N	NPP
FoobarAB4_BazMoo_4BCDCBCACADDDABC-1	N	NPP
FoobarAB3_BazMoo_2BDCDCACCCBACBDD-1	N	NPP
FoobarAB4_BazMoo_3CDBCDBCCCDABADA-1	N	NPP
FoobarAB3_BazMoo_5ABCCAAABBDDCCCD-1	N	NPP
FoobarAB3_BazMoo_4CBBBCADACCADBBA-1	N	NPP
FoobarAB3_BazMoo_2CADCCBCBCBCDDDB-1	N	NPP
FoobarAB3_BazMoo_6CBBACDDAAACBDBB-1	N	NPP
FoobarAB2_BazMoo_7AACCCDABCCDABDB-1	N	NPP
FoobarAB4_BazMoo_4ADDDAADCAABACDA-1	N	NPP
FoobarAB8_BazMoo_3BDDBABDCBBDCCAD-1	N	NPP
FoobarAB1_BazMoo_5BBAAAADDCDDDAAB-1	N	NPP
FoobarAB4_BazMoo_2CADBAADACBBCDDB-1	N	NPP
FoobarAB1_BazMoo_7CBADACBBCDDCCAD-1	N	NPP
FoobarAB1_BazMoo_5ABBADCABBCBCABC-1	N	NPP
FoobarAB3_BazMoo_6ADCBCDCDBACDCDA-1	N	NPP
FoobarAB6_BazMoo_1CCCADDCCDADABAB-1	N	NPP
FoobarAB6_BazMoo_7DBDCCACDAACBDDD-1	N	NPP
FoobarAB5_BazMoo_2ADCAABBADCACDDC-1	N	NPP
FoobarAB3_BazMoo_6ACDDCBDDADDBBDC-1	N	NPP
FoobarAB2_BazMoo_2BDDDBCDDBBDADDC-1	N	NPP
FoobarAB6_BazMoo_4DACADAABDBCBDCB-1	N	NPP
FoobarAB5_BazMoo_2BCCBAACCBDADACB-1	N	NPP
FoobarAB6_BazMoo_8ADCCDDDBBBABCCA-1	N	NPP
FoobarAB6_BazMoo_1DDACADCBBBBADCB-1	N	NPP
FoobarAB2_BazMoo_1CDABBBDCABABDCD-1	N	NPP
FoobarAB3_BazMoo_1CDBCABDABBACDBC-1	N	NPP
FoobarAB3_BazMoo_3ADDDBCCDCBCADCA-1	N	NPP
FoobarAB4_BazMoo_8ACCBDDBCABDBADB-1	N	NPP
FoobarAB1_BazMoo_7DCBBCDCDCCDBBBD-1	N	NPP
FoobarAB6_BazMoo_8ABABDDDDDDAADDA-1	N	NPP
FoobarAB2_BazMoo_6CCADCBCCCCDCCBA-1	N	NPP
FoobarAB7_BazMoo_7DDBCACDDACCAACD-1	N	NPP
FoobarAB3_BazMoo_2ACBABABDABCAAAC-1	N	NPP
FoobarAB7_BazMoo_1DDCCDADDCAABDCB-1	N	NPP
FoobarAB2_BazMoo_6DACDBBDDDCCAACD-1	N	NPP
FoobarAB8_BazMoo_5AACBADACDCCBCAD-1	N	NPP
FoobarAB1_BazMoo_6BBAACCCCCDCBDDD-1	N	NPP
FoobarAB3_BazMoo_6DCBAACDBDBDAACB-1	N	NPP
FoobarAB5_BazMoo_7AAABCCABBBCDAAA-1	N	NPP
FoobarAB5_BazMoo_7BDCCBCBBDDBABBA-1	N	NPP
FoobarAB6_BazMoo_4ACCADAACBACBDCB-1	N	NPP
FoobarAB3_BazMoo_8AADABCDDBCDDCDC-1	N	NPP
FoobarAB7_BazMoo_7DAABBBABCCCDBBB-1	N	NPP
FoobarAB8_BazMoo_2DBACACBCADDABDD-1	N	NPP
FoobarAB7_BazMoo_4DAAACDCCADAACCC-1	N	NPP
FoobarAB2_BazMoo_3ABBDBACDDBADBAB-1	N	NPP
FoobarAB6_BazMoo_7BACABAACADBDCCD-1	N	NPP
FoobarAB3_BazMoo_5DDABABBACADDCBB-1	N	NPP
FoobarAB6_BazMoo_4DAABDDCACBDCABA-1	N	NPP
FoobarAB5_BazMoo_7DBAABDCCBAAACCB-1	N	NPP
FoobarAB8_BazMoo_7CCCABADCBCBCDBC-1	N	NPP
FoobarAB1_BazMoo_4ADABABCDACCCADC-1	N	NPP
FoobarAB6_BazMoo_4ABBDABCAACCCACB-1	N	NPP
FoobarAB6_BazMoo_7ABACBBABDCDDACA-1	N	NPP
FoobarAB5_BazMoo_4BCCBACCADABACCC-1	N	NPP
FoobarAB6_BazMoo_7DBCACDABBCAADCC-1	N	NPP
FoobarAB5_BazMoo_4DCCBBDCACADCDDA-1	N	NPP
FoobarAB1_BazMoo_4BDBDDBBCBDACBCC-1	N	NPP
FoobarAB7_BazMoo_1ACBCDBCABBBAACA-1	N	NPP
FoobarAB1_BazMoo_3ADCDAACAABABACC-1	N	NPP
FoobarAB7_BazMoo_2DCCDDAADDAABAAD-1	N	NPP
FoobarAB2_BazMoo_3ABDABDDDABCCAAC-1	N	NPP
FoobarAB5_BazMoo_4CDDDACAACBCABCD-1	N	NPP
FoobarAB1_BazMoo_1BCBDAAACDBBBCDB-1	N	NPP
FoobarAB6_BazMoo_4CBCACBBCCAACDDA-1	N	NPP
FoobarAB3_BazMoo_4BBDADCDCACDADCD-1	N	NPP
FoobarAB5_BazMoo_4BDDBADBAACAAADD-1	N	NPP
FoobarAB2_BazMoo_5CCADBCCABACABAC-1	N	NPP
FoobarAB5_BazMoo_4DDDACCDABCACBCD-1	N	NPP
FoobarAB2_BazMoo_7BBDDADCAAACCDBD-1	N	NPP
FoobarAB5_BazMoo_4AAACBAAABCBBCDC-1	N	NPP
FoobarAB5_BazMoo_7CBABAABDCDBAABA-1	N	NPP
FoobarAB5_BazMoo_4BAAAAAABCAACDAC-1	N	NPP
FoobarAB6_BazMoo_4CDDABBBABBDDAAB-1	N	NPP
FoobarAB8_BazMoo_7BBDACCACDCDBCCB-1	N	NPP
FoobarAB5_BazMoo_8BABDDDCBBDABADB-1	N	NPP
FoobarAB6_BazMoo_7CCBDDAAAACACCAC-1	N	NPP
FoobarAB1_BazMoo_2DBADBCADBCCDDBC-1	N	NPP
FoobarAB8_BazMoo_6BBADCDADCCABDDA-1	N	NPP
FoobarAB2_BazMoo_6DBCDACDCBBCDDDA-1	N	NPP
FoobarAB1_BazMoo_2DCAABACACCCDCAD-1	N	NPP
FoobarAB3_BazMoo_2CABDCCCDCCBBABB-1	N	NPP
FoobarAB2_BazMoo_6CBADCBCCABBDBBB-1	N	NPP
FoobarAB8_BazMoo_2BCDBBCDCBBCDCBB-1	N	NPP
FoobarAB4_BazMoo_8BBCCDDACCBADCCD-1	N	NPP
FoobarAB7_BazMoo_5BACDBDDADBDBADC-1	N	NPP
FoobarAB2_BazMoo_7ABADBBACACBAAAA-1	N	NPP
FoobarAB3_BazMoo_3DACBACBABAADCDC-1	N	NPP
FoobarAB6_BazMoo_7AABDCACCCBBBCCA-1	N	NPP
FoobarAB6_BazMoo_4CCDAACBCACDDDDB-1	N	NPP
FoobarAB4_BazMoo_2AACBDAAACBBCBBB-1	N	NPP
FoobarAB6_BazMoo_5AAAAACBABBABDBB-1	N	NPP
FoobarAB1_BazMoo_5BADABCCDCCCCBBD-1	N	NPP
FoobarAB6_BazMoo_3CABCBDDBADDAABA-1	N	NPP
FoobarAB2_BazMoo_4DCBCDBCABCBABBC-1	N	NPP
FoobarAB5_BazMoo_2ABABCBDCDDBAABC-1	N	NPP
FoobarAB7_BazMoo_4BACADBBCACBCDCC-1	N	NPP
FoobarAB4_BazMoo_4ADBCDDDBBABACCB-1	N	NPP
FoobarAB7_BazMoo_2CCCCDBBCDDBAAAC-1	N	NPP
FoobarAB5_BazMoo_1DBCBBDDAABDABAD-1	N	NPP
FoobarAB2_BazMoo_6CBDCCACBCBACAAB-1	N	NPP
FoobarAB1_BazMoo_5ACDBBCACDDDCBCD-1	N	NPP
FoobarAB1_BazMoo_3BBABCCCCBCCCCAA-1	N	NPP
FoobarAB1_BazMoo_7ACBCABCBACDCCAB-1	N	NPP
FoobarAB8_BazMoo_6ABDCBACCACDBBDD-1	N	NPP
FoobarAB2_BazMoo_4AACBBDAABDDBDBC-1	N	NPP
FoobarAB6_BazMoo_4BBACACACBDDCABD-1	N	NPP
FoobarAB5_BazMoo_4CCCBAADBBDBCBAA-1	N	NPP
FoobarAB6_BazMoo_3BBBDDDBABBACCCB-1	N	NPP
FoobarAB4_BazMoo_6BBDABAABDDDCADA-1	N	NPP
FoobarAB8_BazMoo_3CDABADDABCBDCDD-1	N	NPP
FoobarAB3_BazMoo_2ACBBBCDDBCADADD-1	N	NPP
FoobarAB4_BazMoo_1ABDDADBBDBACDAC-1	N	NPP
FoobarAB7_BazMoo_6DDBDAADDDAABCBA-1	N	NPP
FoobarAB4_BazMoo_5ACCDBCDDAADADDD-1	N	NPP
FoobarAB8_BazMoo_1CCBBADABCDDBCDA-1	N	NPP
FoobarAB5_BazMoo_4CAAAACDDCCBCDBA-1	N	NPP
FoobarAB6_BazMoo_4DADBCCDCBBCDDBA-1	N	NPP
FoobarAB5_BazMoo_1CDAACCCCAADBBDD-1	N	NPP
FoobarAB8_BazMoo_6ACDDBAAADADBCDC-1	N	NPP
FoobarAB3_BazMoo_5BBDCACBBDCADDAD-1	N	NPP
FoobarAB7_BazMoo_2CCADADDBDCBBAAC-1	N	NPP
FoobarAB2_BazMoo_3ABDAADDCABBDACB-1	N	NPP
FoobarAB2_BazMoo_2CDAAACBAAAACDAA-1	N	NPP
FoobarAB6_BazMoo_3BBCCBDDCCACCCDB-1	N	NPP
FoobarAB2_BazMoo_7CBDDBDAABCCCDCC-1	N	NPP
FoobarAB2_BazMoo_1AAABCBDDCDDBCCA-1	N	NPP
FoobarAB5_BazMoo_5ADCCBCDBBCABACB-1	N	NPP
FoobarAB5_BazMoo_4DAACCCDAAABBBCD-1	N	NPP
FoobarAB2_BazMoo_4BACBAAAAACADACD-1	N	NPP
FoobarAB3_BazMoo_3DCDDCDBCDDABCBB-1	N	NPP
FoobarAB2_BazMoo_4AADBCCDABACBBAA-1	N	NPP
FoobarAB5_BazMoo_6ADABBDABCCCCBDC-1	N	NPP
FoobarAB1_BazMoo_1ACCDBDBCCDABAAC-1	N	NPP
FoobarAB3_BazMoo_8DCACDACACCDBCDA-1	N	NPP
FoobarAB6_BazMoo_4CBACBABBBDBCBDB-1	N	NPP
FoobarAB7_BazMoo_8DBAABCCACBAACDB-1	N	NPP
FoobarAB3_BazMoo_5CCCCBCDDACBAADC-1	N	NPP
FoobarAB5_BazMoo_4CDDBDCCCCDDCBBA-1	N	NPP
FoobarAB8_BazMoo_2ACDBBCABCCDABBC-1	N	NPP
FoobarAB2_BazMoo_4CBAACCCBADDBAAD-1	N	NPP
FoobarAB8_BazMoo_8ACCCDCAADBCDDAB-1	N	NPP
FoobarAB7_BazMoo_1DBDCADDACDDBCDB-1	N	NPP
FoobarAB6_BazMoo_8ACDACDCBCBBABAC-1	N	NPP
FoobarAB3_BazMoo_6BACADBCDACBBACD-1	N	NPP
FoobarAB5_BazMoo_6ABBACDCCADDABDC-1	N	NPP
FoobarAB1_BazMoo_8CBAABDBACDDCCDB-1	N	NPP
FoobarAB2_BazMoo_8DCAACBBBBDBDCDB-1	N	NPP
FoobarAB6_BazMoo_1ACABACDBADAACAB-1	N	NPP
FoobarAB4_BazMoo_3ADCBACBDDADCDDC-1	N	NPP
FoobarAB4_BazMoo_1CBBBABBDCDACCCA-1	N	NPP
FoobarAB5_BazMoo_8DBDBACCCDCCBADA-1	N	NPP
FoobarAB6_BazMoo_2DADDADCCACBCDAB-1	N	NPP
FoobarAB1_BazMoo_7ACCDDCABBABAADC-1	N	NPP
FoobarAB1_BazMoo_2DACBCDBCAACDCDB-1	N	NPP
FoobarAB3_BazMoo_2CBBDCBCAADBCCAD-1	N	NPP
FoobarAB7_BazMoo_8BBBBABDCBDBBDDD-1	N	NPP
FoobarAB7_BazMoo_2CCCDAADCADDBCCB-1	N	NPP
FoobarAB8_BazMoo_2AABCACDCDDBBADB-1	N	NPP
FoobarAB5_BazMoo_2BCAADDACABABADA-1	N	NPP
FoobarAB7_BazMoo_4BCDDABCCBDDBDAD-1	N	NPP
FoobarAB8_BazMoo_2DBAAACDAAAACCDC-1	N	NPP
FoobarAB7_BazMoo_5CCAABCBCCCBBDAD-1	N	NPP
FoobarAB6_BazMoo_3DABBBCCDCBABDCD-1	N	NPP
FoobarAB6_BazMoo_5DCDDCACBBDBCCAA-1	N	NPP
FoobarAB7_BazMoo_3CCADDDBBDBDCCAA-1	N	NPP
FoobarAB2_BazMoo_8ADABDCACCADBBBB-1	N	NPP
FoobarAB8_BazMoo_2CBCBDBBABADDACB-1	N	NPP
FoobarAB8_BazMoo_4ADBACBCADBBCCDB-1	N	NPP
FoobarAB5_BazMoo_5DBBBABDADCCBABA-1	N	NPP
FoobarAB3_BazMoo_8DACACCBACACACAD-1	N	NPP
FoobarAB3_BazMoo_5ABBBBBCABCBBDBB-1	N	NPP
FoobarAB2_BazMoo_3ABAACCABCABADCC-1	N	NPP
FoobarAB8_BazMoo_2BBBADBDACCDBCAA-1	N	NPP
FoobarAB5_BazMoo_4CDDBDDBADABABDB-1	N	NPP
FoobarAB3_BazMoo_7CABBBABBACDABBA-1	N	NPP
FoobarAB1_BazMoo_8DBABCABBACBADDA-1	N	NPP
FoobarAB1_BazMoo_5CCBCABBCBCAACCD-1	N	NPP
FoobarAB3_BazMoo_2BCCDDDBAABCBDCD-1	N	NPP
FoobarAB4_BazMoo_2DBACADCCDCBDDBD-1	N	NPP
FoobarAB3_BazMoo_3DBCCDABADCBABAB-1	N	NPP
FoobarAB3_BazMoo_5AAABDBBCBBDCDCC-1	N	NPP
FoobarAB4_BazMoo_3BCBABBBCBACBAAA-1	N	NPP
FoobarAB3_BazMoo_4ADBBBABCACBCCCA-1	N	NPP
FoobarAB6_BazMoo_6BBACDAADBDADAAC-1	N	NPP
FoobarAB6_BazMoo_2DABCDADADDAACAC-1	N	NPP
FoobarAB1_BazMoo_3BACCAACDCCDADBB-1	N	NPP
FoobarAB3_BazMoo_1DCCDDBBCBBACBAD-1	N	NPP
FoobarAB5_BazMoo_5AACCABBABDADCDB-1	N	NPP
FoobarAB1_BazMoo_7CBBAACBBAADBBDD-1	N	NPP
FoobarAB6_BazMoo_8CBBDBAABCAACABA-1	N	NPP
FoobarAB5_BazMoo_4AAABCAAACBADCBD-1	N	NPP
FoobarAB2_BazMoo_1ABCCAABAAACBCBA-1	N	NPP
FoobarAB8_BazMoo_5DBABABACABDCDDB-1	N	NPP
FoobarAB3_BazMoo_1CCCABADCAABAABD-1	N	NPP
FoobarAB1_BazMoo_8ADBAAABDCCDCCDA-1	N	NPP
FoobarAB1_BazMoo_5DDABADADBCAABCA-1	N	NPP
FoobarAB6_BazMoo_1DCDDBBAACDDACAA-1	N	NPP
FoobarAB8_BazMoo_3DADCCBCDAADDDCA-1	N	NPP
FoobarAB8_BazMoo_1BBABCBADCBCADAA-1	N	NPP
FoobarAB8_BazMoo_7AAACACAADBBBDAC-1	N	NPP
FoobarAB3_BazMoo_6BBCCCCDDACBBACC-1	N	NPP
FoobarAB5_BazMoo_2AABDACADDBBAAAC-1	N	NPP
FoobarAB6_BazMoo_8AADACBDBCBAAADB-1	N	NPP
FoobarAB1_BazMoo_3ACBABCAACCDCBBA-1	N	NPP
FoobarAB6_BazMoo_2DAABBBBBAAABABC-1	N	NPP
FoobarAB7_BazMoo_3DBADBCDDBBDCDBD-1	N	NPP
FoobarAB2_BazMoo_8BDBABCDDCADBABB-1	N	NPP
FoobarAB4_BazMoo_1DADBCAAADADDADA-1	N	NPP
FoobarAB8_BazMoo_7DDBBBDCACABDBAA-1	N	NPP
FoobarAB1_BazMoo_2ADADDACCBCADABD-1	N	NPP
FoobarAB6_BazMoo_2BCDBDCABBDABADC-1	N	NPP
FoobarAB5_BazMoo_5BBACABDADACBCDC-1	N	NPP
FoobarAB6_BazMoo_7CADDDAADDDABABC-1	N	NPP
FoobarAB1_BazMoo_6BBAACBBBCDBDDBC-1	N	NPP
FoobarAB4_BazMoo_8ABBABABCDACBBCB-1	N	NPP
FoobarAB3_BazMoo_1DDAADCABACCBCBD-1	N	NPP
FoobarAB4_BazMoo_7CCCCDBAABBDBDBD-1	N	NPP
FoobarAB1_BazMoo_7BCCBABBACCCDADA-1	N	NPP
FoobarAB4_BazMoo_1CDBCDCAABDCDCDD-1	N	NPP
FoobarAB2_BazMoo_4CDACBCAAADADCAC-1	N	NPP
FoobarAB4_BazMoo_7DDCADAAABDADACC-1	N	NPP
FoobarAB2_BazMoo_2CBBDDDCBCCBABDB-1	N	NPP
FoobarAB7_BazMoo_7BDCCAADAAAACABA-1	N	NPP
FoobarAB3_BazMoo_8CDAAACBADDDBDDA-1	N	NPP
FoobarAB7_BazMoo_7ABADDDDBADDBBCA-1	N	NPP
FoobarAB2_BazMoo_3BCDADBCACCDBDDB-1	N	NPP
FoobarAB6_BazMoo_4ACAACADADBDBDAD-1	N	NPP
FoobarAB8_BazMoo_2BACCCBCCCDAABAC-1	N	NPP
FoobarAB5_BazMoo_4CDAAAAABDBAACCB-1	N	NPP
FoobarAB1_BazMoo_1BDBAACABBCCDCBB-1	N	NPP
FoobarAB2_BazMoo_5BACBBDDDBACCBCC-1	N	NPP
FoobarAB6_BazMoo_8BDABAADBCCADABD-1	N	NPP
FoobarAB5_BazMoo_5DCCBABCAADBCADC-1	N	NPP
FoobarAB3_BazMoo_3ABBBBDDBCBCACAB-1	N	NPP
FoobarAB1_BazMoo_5DDCCBBDBAADCCCD-1	N	NPP
FoobarAB8_BazMoo_4CDDCBCCCDBDDBBA-1	N	NPP
FoobarAB5_BazMoo_7BBBBCAACDBBCBDB-1	N	NPP
FoobarAB3_BazMoo_5CCAADCCBCBDDBCD-1	N	NPP
FoobarAB7_BazMoo_2DDBCCABBBBBCCBB-1	N	NPP
FoobarAB1_BazMoo_2BBCABBBBBCABBAD-1	N	NPP
FoobarAB2_BazMoo_1ADADCBDBAADADAC-1	N	NPP
FoobarAB8_BazMoo_3ACAAABBAACCCCBC-1	N	NPP
FoobarAB1_BazMoo_8BDBAACCCADCBDAD-1	N	NPP
FoobarAB1_BazMoo_1BBCDBCBBCACBADC-1	N	NPP
FoobarAB7_BazMoo_4DCBBDCBBCDBADAA-1	N	NPP
FoobarAB7_BazMoo_2DACDCAABCDCDDAA-1	N	NPP
FoobarAB3_BazMoo_7DADCCBCABDDACAB-1	N	NPP
FoobarAB1_BazMoo_5DCBAAADCACABCBC-1	N	NPP
FoobarAB6_BazMoo_1BCADDDDDABAABBB-1	N	NPP
FoobarAB7_BazMoo_8DDCBBACBADBDABB-1	N	NPP
FoobarAB3_BazMoo_8CCDBACAABACBDBD-1	N	NPP
FoobarAB5_BazMoo_4BAADCBADADCBCBD-1	N	NPP
FoobarAB8_BazMoo_6BCDDDBBCBCBBAAD-1	N	NPP
FoobarAB7_BazMoo_7BABDCBDDCBDDCAD-1	N	NPP
FoobarAB7_BazMoo_1ABCAADBBCCDBBAB-1	N	NPP
FoobarAB8_BazMoo_6ABAAACCBCCCAAAA-1	N	NPP
FoobarAB5_BazMoo_7DDCDDDBBDBBDABC-1	N	NPP
FoobarAB7_BazMoo_1CACCCCBBDDBDCDD-1	N	NPP
FoobarAB8_BazMoo_3DDABBBADACAADDC-1	N	NPP
FoobarAB8_BazMoo_7DDCDCCDADDAAABA-1	N	NPP
FoobarAB8_BazMoo_5CCAADACABACAADD-1	N	NPP
FoobarAB6_BazMoo_5BDBCABCCCBDCDAA-1	N	NPP
FoobarAB8_BazMoo_5DCDBDDCBCCACBCC-1	N	NPP
FoobarAB8_BazMoo_3CDABBABACADDADB-1	N	NPP
FoobarAB5_BazMoo_5DAABABCBDDDAADA-1	N	NPP
FoobarAB5_BazMoo_3BBACCADDCBBAAAC-1	N	NPP
FoobarAB3_BazMoo_3BBAABDABBCACDCC-1	N	NPP
FoobarAB3_BazMoo_7DDBDDDACAADACAA-1	N	NPP
FoobarAB2_BazMoo_3CDDDCBBADADCDDC-1	N	NPP
FoobarAB6_BazMoo_8DBDCCDBADCADCAC-1	N	NPP
FoobarAB7_BazMoo_2BACBCACCCCDCCCC-1	N	NPP
FoobarAB8_BazMoo_1BCCBACCBBCBDABB-1	N	NPP
FoobarAB6_BazMoo_7CBBCCCDBDCBADDC-1	N	NPP
FoobarAB7_BazMoo_7CCCCCBCACCDDCCB-1	N	NPP
FoobarAB7_BazMoo_8DCCDBDADBABAADB-1	N	NPP
FoobarAB4_BazMoo_1BCBCBBBABCBCCCB-1	N	NPP
FoobarAB5_BazMoo_7BBDAAACADAABCBD-1	N	NPP
FoobarAB2_BazMoo_4DDDCABDBDCACDDD-1	N	NPP
FoobarAB1_BazMoo_8DBABCDDCADBBCAA-1	N	NPP
FoobarAB8_BazMoo_1AAAABDCDBDAACBB-1	N	NPP
FoobarAB4_BazMoo_7DBCDDCAABBBCCCA-1	N	NPP
FoobarAB6_BazMoo_1ADADCADDDCDBADD-1	N	NPP
FoobarAB7_BazMoo_2DAAAABAACAADCAA-1	N	NPP
FoobarAB5_BazMoo_4AABBAACDCABCACB-1	N	NPP
FoobarAB6_BazMoo_6CCAABCAACBBDBBD-1	N	NPP
FoobarAB3_BazMoo_1BADDDDADDBCCCDC-1	N	NPP
