NAME	X	Y
FoobarAB8_BazMoo_2CBCBDBBABADDACB-1	-0.0849	0.4745
FoobarAB8_BazMoo_4ADBACBCADBBCCDB-1	-0.4039	0.9722
FoobarAB5_BazMoo_5DBBBABDADCCBABA-1	-0.1173	0.4131
FoobarAB3_BazMoo_8DACACCBACACACAD-1	-0.4128	0.3647
FoobarAB3_BazMoo_5ABBBBBCABCBBDBB-1	-0.1462	0.2296
FoobarAB2_BazMoo_3ABAACCABCABADCC-1	-0.9993	0.2378
FoobarAB8_BazMoo_2BBBADBDACCDBCAA-1	-0.5225	0.2425
FoobarAB5_BazMoo_4CDDBDDBADABABDB-1	-0.6203	0.6503
FoobarAB3_BazMoo_7CABBBABBACDABBA-1	-0.9525	0.2704
FoobarAB1_BazMoo_8DBABCABBACBADDA-1	-0.6622	0.3855
FoobarAB1_BazMoo_5CCBCABBCBCAACCD-1	-0.9018	0.9613
FoobarAB3_BazMoo_2BCCDDDBAABCBDCD-1	-0.5628	0.3141
FoobarAB4_BazMoo_2DBACADCCDCBDDBD-1	-0.3868	0.9672
FoobarAB3_BazMoo_3DBCCDABADCBABAB-1	-0.53	0.6756
FoobarAB3_BazMoo_5AAABDBBCBBDCDCC-1	-0.0185	0.5779
FoobarAB4_BazMoo_3BCBABBBCBACBAAA-1	-0.2765	0.2143
FoobarAB3_BazMoo_4ADBBBABCACBCCCA-1	-0.7424	0.1108
FoobarAB6_BazMoo_6BBACDAADBDADAAC-1	-0.2865	0.4628
FoobarAB6_BazMoo_2DABCDADADDAACAC-1	-0.0392	0.2599
FoobarAB1_BazMoo_3BACCAACDCCDADBB-1	-0.6244	0.0079
FoobarAB3_BazMoo_1DCCDDBBCBBACBAD-1	-0.0139	0.6982
FoobarAB5_BazMoo_5AACCABBABDADCDB-1	-0.1422	0.8556
FoobarAB1_BazMoo_7CBBAACBBAADBBDD-1	-0.4397	0.2687
FoobarAB6_BazMoo_8CBBDBAABCAACABA-1	-0.5965	0.6525
FoobarAB5_BazMoo_4AAABCAAACBADCBD-1	-0.6847	0.7152
FoobarAB2_BazMoo_1ABCCAABAAACBCBA-1	-0.2747	0.1441
FoobarAB8_BazMoo_5DBABABACABDCDDB-1	-0.63	0.0393
FoobarAB3_BazMoo_1CCCABADCAABAABD-1	-0.3311	0.229
FoobarAB1_BazMoo_8ADBAAABDCCDCCDA-1	-0.6577	0.0608
FoobarAB1_BazMoo_5DDABADADBCAABCA-1	-0.8693	0.867
FoobarAB6_BazMoo_1DCDDBBAACDDACAA-1	-0.3294	0.5107
FoobarAB8_BazMoo_3DADCCBCDAADDDCA-1	-0.5467	0.7906
FoobarAB8_BazMoo_1BBABCBADCBCADAA-1	-0.5512	0.4937
FoobarAB8_BazMoo_7AAACACAADBBBDAC-1	-0.2349	0.2113
FoobarAB3_BazMoo_6BBCCCCDDACBBACC-1	-0.0461	0.8954
FoobarAB5_BazMoo_2AABDACADDBBAAAC-1	-0.9687	0.5841
FoobarAB6_BazMoo_8AADACBDBCBAAADB-1	-0.0535	0.6799
FoobarAB1_BazMoo_3ACBABCAACCDCBBA-1	-0.4859	0.3682
FoobarAB6_BazMoo_2DAABBBBBAAABABC-1	-0.6659	0.7709
FoobarAB7_BazMoo_3DBADBCDDBBDCDBD-1	-0.9581	0.0493
FoobarAB2_BazMoo_8BDBABCDDCADBABB-1	-0.0113	0.7497
FoobarAB4_BazMoo_1DADBCAAADADDADA-1	-0.8885	0.6283
FoobarAB8_BazMoo_7DDBBBDCACABDBAA-1	-0.0401	0.1969
FoobarAB1_BazMoo_2ADADDACCBCADABD-1	-0.4462	0.8569
FoobarAB6_BazMoo_2BCDBDCABBDABADC-1	-0.6765	0.213
FoobarAB5_BazMoo_5BBACABDADACBCDC-1	-0.1502	0.7793
FoobarAB6_BazMoo_7CADDDAADDDABABC-1	-0.8984	0.5522
FoobarAB1_BazMoo_6BBAACBBBCDBDDBC-1	-0.013	0.3616
FoobarAB4_BazMoo_8ABBABABCDACBBCB-1	-0.1772	0.1422
FoobarAB3_BazMoo_1DDAADCABACCBCBD-1	-0.5931	0.5797
FoobarAB4_BazMoo_7CCCCDBAABBDBDBD-1	-0.1199	0.125
FoobarAB1_BazMoo_7BCCBABBACCCDADA-1	-0.413	0.6884
FoobarAB4_BazMoo_1CDBCDCAABDCDCDD-1	-0.2719	0.991
FoobarAB2_BazMoo_4CDACBCAAADADCAC-1	-0.9056	0.2143
FoobarAB4_BazMoo_7DDCADAAABDADACC-1	-0.7856	0.867
FoobarAB2_BazMoo_2CBBDDDCBCCBABDB-1	-0.256	0.4881
FoobarAB7_BazMoo_7BDCCAADAAAACABA-1	-0.9445	0.1293
FoobarAB3_BazMoo_8CDAAACBADDDBDDA-1	-0.0339	0.86
FoobarAB7_BazMoo_7ABADDDDBADDBBCA-1	-0.5457	0.596
FoobarAB2_BazMoo_3BCDADBCACCDBDDB-1	-0.2501	0.8787
FoobarAB6_BazMoo_4ACAACADADBDBDAD-1	-0.0576	0.8546
FoobarAB8_BazMoo_2BACCCBCCCDAABAC-1	-0.3911	0.9701
FoobarAB5_BazMoo_4CDAAAAABDBAACCB-1	-0.745	0.4906
FoobarAB1_BazMoo_1BDBAACABBCCDCBB-1	-0.2882	0.7632
FoobarAB2_BazMoo_5BACBBDDDBACCBCC-1	-0.1875	0.8708
FoobarAB6_BazMoo_8BDABAADBCCADABD-1	-0.8485	0.7474
FoobarAB5_BazMoo_5DCCBABCAADBCADC-1	-0.3306	0.0288
FoobarAB3_BazMoo_3ABBBBDDBCBCACAB-1	-0.0699	0.6792
FoobarAB1_BazMoo_5DDCCBBDBAADCCCD-1	-0.7938	0.2042
FoobarAB8_BazMoo_4CDDCBCCCDBDDBBA-1	-0.8627	0.4828
FoobarAB5_BazMoo_7BBBBCAACDBBCBDB-1	-0.2586	0.1937
FoobarAB3_BazMoo_5CCAADCCBCBDDBCD-1	-0.3469	0.0754
FoobarAB7_BazMoo_2DDBCCABBBBBCCBB-1	-0.4753	0.7089
FoobarAB1_BazMoo_2BBCABBBBBCABBAD-1	-0.8806	0.1579
FoobarAB2_BazMoo_1ADADCBDBAADADAC-1	-0.7924	0.3471
FoobarAB8_BazMoo_3ACAAABBAACCCCBC-1	-0.9652	0.1971
FoobarAB1_BazMoo_8BDBAACCCADCBDAD-1	-0.2082	0.3732
FoobarAB1_BazMoo_1BBCDBCBBCACBADC-1	-0.4287	0.5878
FoobarAB7_BazMoo_4DCBBDCBBCDBADAA-1	-0.8027	0.2352
FoobarAB7_BazMoo_2DACDCAABCDCDDAA-1	-0.4701	0.8209
FoobarAB3_BazMoo_7DADCCBCABDDACAB-1	-0.1933	0.0585
FoobarAB1_BazMoo_5DCBAAADCACABCBC-1	-0.0003	0.2524
FoobarAB6_BazMoo_1BCADDDDDABAABBB-1	-0.0075	0.3837
FoobarAB7_BazMoo_8DDCBBACBADBDABB-1	-0.8774	0.5721
FoobarAB3_BazMoo_8CCDBACAABACBDBD-1	-0.6688	0.5399
FoobarAB5_BazMoo_4BAADCBADADCBCBD-1	-0.5382	0.2962
FoobarAB8_BazMoo_6BCDDDBBCBCBBAAD-1	-0.5605	0.8468
FoobarAB7_BazMoo_7BABDCBDDCBDDCAD-1	-0.186	0.1554
FoobarAB7_BazMoo_1ABCAADBBCCDBBAB-1	-0.873	0.2339
FoobarAB8_BazMoo_6ABAAACCBCCCAAAA-1	-0.0623	0.2799
FoobarAB5_BazMoo_7DDCDDDBBDBBDABC-1	-0.6063	0.1754
FoobarAB7_BazMoo_1CACCCCBBDDBDCDD-1	-0.5918	0.9345
FoobarAB8_BazMoo_3DDABBBADACAADDC-1	-0.8656	0.0703
FoobarAB8_BazMoo_7DDCDCCDADDAAABA-1	-0.1722	0.4059
FoobarAB8_BazMoo_5CCAADACABACAADD-1	-0.1957	0.6867
FoobarAB6_BazMoo_5BDBCABCCCBDCDAA-1	-0.639	0.004
FoobarAB8_BazMoo_5DCDBDDCBCCACBCC-1	-0.6495	0.494
FoobarAB8_BazMoo_3CDABBABACADDADB-1	-0.4607	0.9935
FoobarAB5_BazMoo_5DAABABCBDDDAADA-1	-0.2179	0.7316
FoobarAB5_BazMoo_3BBACCADDCBBAAAC-1	-0.352	0.5811
FoobarAB3_BazMoo_3BBAABDABBCACDCC-1	-0.658	0.562
FoobarAB3_BazMoo_7DDBDDDACAADACAA-1	-0.7568	0.0532
FoobarAB2_BazMoo_3CDDDCBBADADCDDC-1	-0.118	0.7045
FoobarAB6_BazMoo_8DBDCCDBADCADCAC-1	-0.8902	0.0967
FoobarAB7_BazMoo_2BACBCACCCCDCCCC-1	-0.4811	0.6067
FoobarAB8_BazMoo_1BCCBACCBBCBDABB-1	-0.9601	0.3912
FoobarAB6_BazMoo_7CBBCCCDBDCBADDC-1	-0.4346	0.4069
FoobarAB7_BazMoo_7CCCCCBCACCDDCCB-1	-0.5362	0.8132
FoobarAB7_BazMoo_8DCCDBDADBABAADB-1	-0.1408	0.8788
FoobarAB4_BazMoo_1BCBCBBBABCBCCCB-1	-0.8929	0.7737
FoobarAB5_BazMoo_7BBDAAACADAABCBD-1	-0.391	0.0958
FoobarAB2_BazMoo_4DDDCABDBDCACDDD-1	-0.0262	0.3766
FoobarAB1_BazMoo_8DBABCDDCADBBCAA-1	-0.8321	0.6094
FoobarAB8_BazMoo_1AAAABDCDBDAACBB-1	-0.6689	0.4449
FoobarAB4_BazMoo_7DBCDDCAABBBCCCA-1	-0.5373	0.3159
FoobarAB6_BazMoo_1ADADCADDDCDBADD-1	-0.4404	0.7954
FoobarAB7_BazMoo_2DAAAABAACAADCAA-1	-0.2541	0.7712
FoobarAB5_BazMoo_4AABBAACDCABCACB-1	-0.5106	0.7979
FoobarAB6_BazMoo_6CCAABCAACBBDBBD-1	-0.4044	0.6
FoobarAB3_BazMoo_1BADDDDADDBCCCDC-1	-0.6408	0.3121
FoobarAB8_BazMoo_4CCBBBCABDACDAAC-1	-0.7396	0.4431
FoobarAB5_BazMoo_5CABCCCAAABCACAA-1	-0.6518	0.5189
FoobarAB5_BazMoo_7ADCDACBDDAACBBA-1	-0.7028	0.4626
FoobarAB2_BazMoo_3ADCBCCBDBCBCDDC-1	-0.4127	0.4767
FoobarAB8_BazMoo_3CDCDBADBCACCDCD-1	-0.3849	0.8347
FoobarAB5_BazMoo_8BDACDCCCDCBDCCC-1	-0.1809	0.8088
FoobarAB5_BazMoo_6CDCABDBDDDCABDC-1	-0.5613	0.5943
FoobarAB3_BazMoo_4BDCABCABCBCBDAA-1	-0.538	0.2529
FoobarAB4_BazMoo_6BABAAABBADADDDC-1	-0.0273	0.9931
FoobarAB8_BazMoo_4BBDBBDACADAADDD-1	-0.0313	0.8454
FoobarAB1_BazMoo_7ABBCBAACAACAADC-1	-0.9374	0.0731
FoobarAB1_BazMoo_8ADCDCBACDDDDBBD-1	-0.8518	0.3827
FoobarAB8_BazMoo_8BCBDBDABABADDAA-1	-0.8442	0.6037
FoobarAB3_BazMoo_8DCCCBADACCADADA-1	-0.7771	0.5337
FoobarAB2_BazMoo_6ACCDDBDCDABDADC-1	-0.0755	0.7673
FoobarAB8_BazMoo_4DCCDDCABCDADCAA-1	-0.9545	0.0843
FoobarAB4_BazMoo_6DCCDCADACDDAABB-1	-0.7115	0.148
FoobarAB6_BazMoo_5DBBCBCACDCDBDDB-1	-0.7373	0.3682
FoobarAB1_BazMoo_2ACABAAACDCADCDC-1	-0.644	0.0091
FoobarAB5_BazMoo_6BDCCBDBADBDACBB-1	-0.5535	0.2329
FoobarAB8_BazMoo_7CBABDCCDCCADCBD-1	-0.7935	0.2477
FoobarAB1_BazMoo_3ADCABCABDBACCAB-1	-0.934	0.4619
FoobarAB5_BazMoo_6AACDDDCDAAADCCA-1	-0.757	0.5074
FoobarAB6_BazMoo_1BCDACCBADBDDADC-1	-0.3123	0.5333
FoobarAB7_BazMoo_7BBDCCDBCAABBACD-1	-0.0827	0.6618
FoobarAB6_BazMoo_2BDBBABDBBAACADD-1	-0.1492	0.0074
FoobarAB2_BazMoo_4AAACBCDCDCBBDDC-1	-0.5323	0.8734
FoobarAB8_BazMoo_6DAACABADDDACDCB-1	-0.5055	0.1417
FoobarAB5_BazMoo_1AACBCABDDCBBDBC-1	-0.5617	0.0077
FoobarAB3_BazMoo_6DCCACDABDDDCDDC-1	-0.1343	0.466
FoobarAB5_BazMoo_8DCACDCAABDDCCAA-1	-0.7597	0.4613
FoobarAB5_BazMoo_7ABBDBBBCDDDCBDD-1	-0.7443	0.3343
FoobarAB3_BazMoo_3CACABACCCACDCCC-1	-0.8439	0.19
FoobarAB1_BazMoo_7ABBDCBBDDADADBA-1	-0.7159	0.9844
FoobarAB2_BazMoo_5CDACCCDDCBABBDA-1	-0.2476	0.4014
FoobarAB5_BazMoo_4AABBCBCAABADBCA-1	-0.6462	0.7594
FoobarAB8_BazMoo_8DBADBACACDDCAAB-1	-0.1983	0.3471
FoobarAB1_BazMoo_8AACDBCDADBDDBCB-1	-0.9842	0.6608
FoobarAB2_BazMoo_4ACBDCAADCBBBADD-1	-0.5232	0.1938
FoobarAB6_BazMoo_2DADBBDADDABBCCA-1	-0.2667	0.7462
FoobarAB4_BazMoo_6BDABDDAACCABDBB-1	-0.6395	0.1787
FoobarAB6_BazMoo_3BBDCACBADBABDDB-1	-0.8979	0.5021
FoobarAB3_BazMoo_2ADDABDCBCCDDDDA-1	-0.8085	0.5618
FoobarAB3_BazMoo_8DDDADDDAADDDAAA-1	-0.864	0.316
FoobarAB6_BazMoo_7BADBDCABBBDDCCA-1	-0.1522	0.4846
FoobarAB8_BazMoo_4BAAAACCBADDCCDD-1	-0.0167	0.584
FoobarAB5_BazMoo_5CACADBDACBDCCCB-1	-0.522	0.4994
FoobarAB4_BazMoo_1AAAABACBBACBDBC-1	-0.7283	0.6184
FoobarAB7_BazMoo_2BDCCDBABACADDAC-1	-0.4206	0.3558
FoobarAB4_BazMoo_1DCBACDAABBCBDBC-1	-0.9589	0.1114
FoobarAB8_BazMoo_1ACCADAADDDDBACD-1	-0.7397	0.2794
FoobarAB8_BazMoo_1DDCDDBACCDAACCA-1	-0.45	0.1823
FoobarAB8_BazMoo_5DAACDBBCCCCAACD-1	-0.5121	0.9143
FoobarAB5_BazMoo_2ABDDDBBACADADBB-1	-0.9906	0.1769
FoobarAB5_BazMoo_1ABDCBBBDDBDAACC-1	-0.765	0.2716
FoobarAB2_BazMoo_6BBAAADCCBCCACAB-1	-0.6065	0.2076
FoobarAB4_BazMoo_8DDCDAABDAABBCCB-1	-0.4973	0.1205
FoobarAB7_BazMoo_3CCDCBABDDDACACD-1	-0.7035	0.4192
FoobarAB6_BazMoo_2BCBDBDADDBBACAA-1	-0.9337	0.9046
FoobarAB8_BazMoo_1CCAACBBCDDBCCAD-1	-0.1493	0.967
FoobarAB1_BazMoo_5CABABCDBADCCBBC-1	-0.2011	0.4845
FoobarAB5_BazMoo_1BBBDCBADABBBCAA-1	-0.259	0.3139
FoobarAB2_BazMoo_4DBBBCAABACCDABB-1	-0.7853	0.607
FoobarAB3_BazMoo_2CDBDDDCABAABAAD-1	-0.4006	0.1173
FoobarAB1_BazMoo_3CACDABCAAABDCAC-1	-0.9365	0.6942
FoobarAB3_BazMoo_3CDBBADBBAAACADD-1	-0.3126	0.5584
FoobarAB4_BazMoo_3CBDDAADACCABDDA-1	-0.1053	0.7493
FoobarAB1_BazMoo_3DBAAABCCDDBAABA-1	-0.7306	0.2996
FoobarAB2_BazMoo_7CBBCCADAAADDBCB-1	-0.5602	0.4776
FoobarAB4_BazMoo_8BCABBBADCCBABDA-1	-0.4018	0.9514
FoobarAB4_BazMoo_6BCBACBCCBADABAD-1	-0.9533	0.3497
FoobarAB1_BazMoo_8DAACDBCAABDBBBB-1	-0.4288	0.7993
FoobarAB7_BazMoo_7DCDBACBABDBCCBB-1	-0.9682	0.1242
FoobarAB3_BazMoo_7DACDCDADACBBBDA-1	-0.7294	0.2461
FoobarAB8_BazMoo_2BADBCCCDBCDBDDA-1	-0.6231	0.5915
FoobarAB2_BazMoo_6DADACCCABCDAAAB-1	-0.7002	0.0015
FoobarAB6_BazMoo_1BABCCDADADBDAAA-1	-0.6016	0.3109
FoobarAB2_BazMoo_4BACBDBDBDBCDABB-1	-0.7919	0.8244
FoobarAB5_BazMoo_1CCCCDDCDDBBABBD-1	-0.3116	0.6478
FoobarAB8_BazMoo_4ABDCDDAACBADCDD-1	-0.3037	0.7105
FoobarAB1_BazMoo_8BDABCBCCCDBCDBB-1	-0.2698	0.3256
FoobarAB8_BazMoo_8CADABBBCCACACAD-1	-0.9917	0.5794
FoobarAB8_BazMoo_3CDCBDCCDACDBAAA-1	-0.8763	0.4782
FoobarAB4_BazMoo_8CCBCABDAABDDDAC-1	-0.8532	0.8648
FoobarAB2_BazMoo_8DADACBCCCCCACDD-1	-0.6963	0.7971
FoobarAB7_BazMoo_5ACBCBCDBACCAADB-1	-0.867	0.9143
FoobarAB7_BazMoo_6DACCBDAADBBBDCC-1	-0.4861	0.7063
FoobarAB4_BazMoo_5ACBDCADDCAABDAC-1	-0.1392	0.8619
FoobarAB1_BazMoo_3CACBBCBDADBDADB-1	-0.4541	0.3576
FoobarAB3_BazMoo_4AACDACAABCCAADB-1	-0.1647	0.6872
FoobarAB5_BazMoo_8CDAAABADDBCCDDA-1	-0.3489	0.1784
FoobarAB6_BazMoo_5ACCABBAABABAAAC-1	-0.8838	0.9917
FoobarAB6_BazMoo_6AADDDDBBBCAADBA-1	-0.0957	0.7802
FoobarAB4_BazMoo_7DBDBCDBBCCABBBA-1	-0.3123	0.7384
FoobarAB4_BazMoo_1CCCCAACDBACAACD-1	-0.9465	0.9939
FoobarAB5_BazMoo_6ACCBDCBDDBDDAAA-1	-0.6479	0.5763
FoobarAB2_BazMoo_1CACBDDCCDDCDDDA-1	-0.3579	0.7723
FoobarAB7_BazMoo_3AABBBDACCCCBBDC-1	-0.7349	0.4003
FoobarAB1_BazMoo_7ADCBCDBBCDBBBCC-1	-0.8567	0.8577
FoobarAB6_BazMoo_1ADDCCBAAABABDBD-1	-0.043	0.7598
FoobarAB8_BazMoo_6ABDCDACDCAADACD-1	-0.394	0.0934
FoobarAB4_BazMoo_4DBBCDBAACBDCABD-1	-0.9018	0.3847
FoobarAB1_BazMoo_5BADCCACDCBABBBA-1	-0.6	0.8563
FoobarAB5_BazMoo_3CADABCAACADDBAB-1	-0.4063	0.2858
FoobarAB4_BazMoo_7BCCCBDACAAACCAC-1	-0.5711	0.0683
FoobarAB6_BazMoo_4ABBDACABBBADDDB-1	-0.209	0.7026
FoobarAB3_BazMoo_6DCBDBDCBADABACA-1	-0.9103	0.6111
FoobarAB1_BazMoo_4CDDBABBBCBACDCA-1	-0.921	0.826
FoobarAB7_BazMoo_2DBDBDDADBDBBDAB-1	-0.416	0.2007
FoobarAB2_BazMoo_7CDCDCCCCCACBCCA-1	-0.9806	0.6941
FoobarAB7_BazMoo_4DBBBBACABADBACC-1	-0.7425	0.1397
FoobarAB2_BazMoo_1DABDCBCDCABBCAD-1	-0.4147	0.6057
FoobarAB4_BazMoo_3CACCCDCCABBDCBB-1	-0.5276	0.0191
FoobarAB3_BazMoo_7CBAAACACCCDBDBC-1	-0.8001	0.3637
FoobarAB3_BazMoo_5BBBDDABDBDDBABC-1	-0.3222	0.2748
FoobarAB8_BazMoo_5DCBDCACBDDCCACC-1	-0.5772	0.9693
FoobarAB2_BazMoo_1CBBBCCACCAACBDB-1	-0.3522	0.4409
FoobarAB7_BazMoo_6CCACDCAAAABBADB-1	-0.189	0.2793
FoobarAB5_BazMoo_1CBACACADBDADAAD-1	-0.0207	0.3299
FoobarAB5_BazMoo_1AADACDDBBCACDAC-1	-0.0201	0.717
FoobarAB8_BazMoo_6CDDCCBCBCBCACAA-1	-0.4311	0.6756
FoobarAB2_BazMoo_3DADBCDADBBDDCDB-1	-0.1828	0.7758
FoobarAB5_BazMoo_2ADBAACBCBBCBBAB-1	-0.5977	0.6429
FoobarAB4_BazMoo_4BCBDDDCBCBDADCA-1	-0.9112	0.346
FoobarAB5_BazMoo_5ABDDCDBBACBDABB-1	-0.7703	0.5192
FoobarAB7_BazMoo_5BBDAADCBAACDCDA-1	-0.4924	0.2779
FoobarAB3_BazMoo_7BDCADDADDAABBAA-1	-0.1787	0.9386
FoobarAB1_BazMoo_2BBCBABCBDAADADD-1	-0.0771	0.4406
FoobarAB4_BazMoo_4AABCBABACDDCCBD-1	-0.8917	0.7923
FoobarAB5_BazMoo_3CCCCDBAACBACCDD-1	-0.7648	0.3021
FoobarAB3_BazMoo_3CCACCBDBDAAAADD-1	-0.1173	0.1198
FoobarAB6_BazMoo_7ACDBAAADAABCBDA-1	-0.5962	0.7459
FoobarAB3_BazMoo_7BDCBBBDABBCBABD-1	-0.6395	0.7154
FoobarAB1_BazMoo_6CABADDBBAADCAAB-1	-0.279	0.2351
FoobarAB7_BazMoo_2BABCBBCCDCBAAAC-1	-0.9171	0.8624
FoobarAB8_BazMoo_8DACDCCDCADBBBDC-1	-0.8696	0.8893
FoobarAB8_BazMoo_1AACCDBACDCADDAD-1	-0.1161	0.2338
FoobarAB6_BazMoo_2CAACCACDBACACBA-1	-0.7443	0.8899
FoobarAB8_BazMoo_3DBDBAADBDDBCCAB-1	-0.9314	0.9932
FoobarAB4_BazMoo_3ACDBADDBDCBDDBD-1	-0.6762	0.8064
FoobarAB3_BazMoo_1ACDDCBACABBACBD-1	-0.9968	0.6923
FoobarAB6_BazMoo_4CACCCDCACBBCDCA-1	-0.0213	0.3443
FoobarAB1_BazMoo_4DDCDDCABDBABCCD-1	-0.8446	0.5004
FoobarAB7_BazMoo_3ADDDACCDDBDBADD-1	-0.4992	0.4752
FoobarAB1_BazMoo_2DCBCDDABDBDCBDA-1	-0.6762	0.2789
FoobarAB6_BazMoo_1ADABACBBBBABDCA-1	-0.354	0.3172
FoobarAB1_BazMoo_3BDCBACBCDADBAAB-1	-0.9485	0.0425
FoobarAB6_BazMoo_6BBDAAACBCBCABBC-1	-0.6337	0.9049
FoobarAB4_BazMoo_5BDAABBBACCAABDB-1	-0.0509	0.2941
FoobarAB1_BazMoo_1BABAAACCBBCDDAC-1	-0.1749	0.0517
FoobarAB5_BazMoo_6CCBBDBBDCADCADD-1	-0.1297	0.0285
FoobarAB3_BazMoo_8CCDDDCCDCCCBDCD-1	-0.5666	0.821
FoobarAB5_BazMoo_8ADBDCCBBBBDCAAC-1	-0.748	0.1925
FoobarAB2_BazMoo_5ACBCAABBAAAADBA-1	-0.4728	0.0837
FoobarAB6_BazMoo_7DBDBBAADDCBCCAB-1	-0.1584	0.8989
FoobarAB5_BazMoo_4CCCDBCBBBDDACAA-1	-0.4657	0.0076
FoobarAB3_BazMoo_8DBBCABCBACAAACB-1	-0.2678	0.7782
FoobarAB7_BazMoo_8DBDDBADBDBCDBAB-1	-0.2342	0.0319
FoobarAB4_BazMoo_4CABADCCBADDBBDD-1	-0.464	0.7953
FoobarAB4_BazMoo_5BBADADCDAABBBAA-1	-0.8497	0.5225
FoobarAB4_BazMoo_3CDCBDDCAABCAADC-1	-0.5721	0.6872
FoobarAB2_BazMoo_2DBDDABBBDDACCAC-1	-0.9748	0.4896
FoobarAB1_BazMoo_1ABCBCDADADABBDB-1	-0.9553	0.7526
FoobarAB8_BazMoo_8BCDCBDCADCABBDC-1	-0.006	0.8338
FoobarAB5_BazMoo_6CBCCCADADCBBBCA-1	-0.0696	0.4557
FoobarAB3_BazMoo_1CBCBCBACABAABCA-1	-0.2384	0.8
FoobarAB7_BazMoo_3BACBABAABDBBDAC-1	-0.558	0.1417
FoobarAB8_BazMoo_8DDDADADABBAABBA-1	-0.1684	0.2696
FoobarAB4_BazMoo_5CBADCBABCBCBCBB-1	-0.9561	0.6344
FoobarAB1_BazMoo_4CBDBAADACBACDBB-1	-0.7524	0.8817
FoobarAB2_BazMoo_2CCBDCBBCAADBACB-1	-0.6808	0.1982
FoobarAB1_BazMoo_1CDBCBCCDBDDCDDA-1	-0.8012	0.9656
FoobarAB8_BazMoo_8ADBBDADCABCDCBB-1	-0.1045	0.2238
FoobarAB1_BazMoo_2DCCCBBAACBCCABA-1	-0.1637	0.9747
FoobarAB8_BazMoo_2DBDBBDBDBDDCCCA-1	-0.5719	0.2772
FoobarAB6_BazMoo_7ADDDDCBABDACAAD-1	-0.0979	0.6211
FoobarAB5_BazMoo_7CCCDAAADAAABDDA-1	-0.8574	0.1252
FoobarAB8_BazMoo_4ADAABDDDDADAADB-1	-0.3483	0.9942
FoobarAB4_BazMoo_2DCBCABABCCADBAD-1	-0.8802	0.6562
FoobarAB1_BazMoo_1CADBCCDBDCCCCCA-1	-0.2861	0.8296
FoobarAB8_BazMoo_8BCDBDCCCBABDAAA-1	-0.9294	0.2648
FoobarAB5_BazMoo_7DBCDDBCBDCBCCDB-1	-0.1324	0.6608
FoobarAB6_BazMoo_8ACADCAACBDAADBC-1	-0.3665	0.8546
FoobarAB5_BazMoo_7CACACBABAABBBCC-1	-0.0412	0.209
FoobarAB3_BazMoo_7DADBACBABACABBB-1	-0.9021	0.4152
FoobarAB6_BazMoo_2ABACCCCCDDCACBC-1	-0.6908	0.3226
FoobarAB7_BazMoo_3CABADBDACDACADC-1	-0.5513	0.0128
FoobarAB7_BazMoo_3ACBDDBDBCBDDAAB-1	-0.5231	0.882
FoobarAB5_BazMoo_4ACDABBCBDADBDAB-1	-0.7431	0.5708
FoobarAB2_BazMoo_1BBBACBABACCCCAB-1	-0.4198	0.8996
FoobarAB5_BazMoo_6CDDCCCCDAADACCA-1	-0.083	0.1715
FoobarAB3_BazMoo_3BDAABBABCDDADAA-1	-0.7021	0.5484
FoobarAB1_BazMoo_3CDACADADCDDAAAA-1	-0.6674	0.586
FoobarAB2_BazMoo_7CCADAADABAADABB-1	-0.9744	0.3039
FoobarAB8_BazMoo_7BCCADACCAABDACB-1	-0.7178	0.7803
FoobarAB4_BazMoo_4DADCDABDABCBCBC-1	-0.5424	0.4878
FoobarAB3_BazMoo_3ACBCABABDBDAABA-1	-0.3721	0.3301
FoobarAB4_BazMoo_4BBDDDCCBACCBDAD-1	-0.8871	0.0445
FoobarAB3_BazMoo_3AADBABDDBCDCDDA-1	-0.2838	0.7537
FoobarAB4_BazMoo_8CCACDAAABCAACCC-1	-0.2551	0.5956
FoobarAB6_BazMoo_1DBBACAABADABDBD-1	-0.8026	0.1965
FoobarAB6_BazMoo_5BBCDDBCDCCCBACC-1	-0.9564	0.9022
FoobarAB1_BazMoo_7BACCAAAADDAAAAD-1	-0.6294	0.0721
FoobarAB6_BazMoo_3ABBCCCDBBBCDABA-1	-0.3151	0.3637
FoobarAB5_BazMoo_6BBACCDBAAAAAAAD-1	-0.5915	0.6532
FoobarAB3_BazMoo_3ABABBADDCCBBCBC-1	-0.7593	0.1882
FoobarAB6_BazMoo_7ABCBDDCBCABBBCA-1	-0.0227	0.9577
FoobarAB8_BazMoo_5CADDDACBDADABBB-1	-0.4695	0.4745
FoobarAB1_BazMoo_5CBBDCBDABDBDBAA-1	-0.6942	0.8254
FoobarAB2_BazMoo_1ABDDAAADDADDADC-1	-0.6979	0.6093
FoobarAB2_BazMoo_6BDBBBACBCCCDCAC-1	-0.372	0.619
FoobarAB3_BazMoo_5AAADBDBBCCACCAC-1	-0.7218	0.9754
FoobarAB7_BazMoo_1ACCAADADABDCBDA-1	-0.4571	0.5988
FoobarAB2_BazMoo_8ADBDDACBBABCCBC-1	-0.4852	0.7338
FoobarAB7_BazMoo_3DAABABDBCCACADC-1	-0.0242	0.8177
FoobarAB1_BazMoo_1ABADBCADBBDAABA-1	-0.1379	0.1523
FoobarAB4_BazMoo_4CABBCDDCCBDDCDD-1	-0.0385	0.663
